CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
13.012.312/0001-67;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;240406985.66;-1782838.8;100;-17828.3879999998;0.0001258194715552;;-0.028187;-0.028187;;
13.012.312/0001-67;2016-12-01;1;2016-12-30;1;;;;;1;;;;;;;;;;;238130626.99;-1792600.33;100;-17926.0033;2.11306E-05;1.05653E-05;-0.005475;-0.005475;;
13.022.994/0001-99;2016-11-01;1;2016-11-30;60;;;;;;;;;;;;;;;;724997936.78;712545078.87;769708;925.734276985558;5.4E-05;0;0.006765;0.001294;0.005471;0
13.022.994/0001-99;2016-12-01;1;2016-12-31;60;56;3;0;0;0;0;0;0;0;0;0;0;1;0;0;735639139.66;711532019.86;769708;924.418116818326;5.4E-05;0;0.021605;-0.001422;0.023027;0
13.320.290/0001-00;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;45211004.36;45154185;47945.8773344;941.774090086427;6.6E-05;0.000155;4E-06;4E-06;0;0
13.320.290/0001-00;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;45185315.32;45123834.93;47945.8773344;941.141083211022;0.000222;0;-0.000672;-0.000672;0;0
13.320.290/0001-00;2016-12-01;1;2016-12-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;45185315.32;45123834.93;47945.8773344;941.141083211022;0.000222;0;-0.000672;-0.000672;0;0
13.371.132/0001-71;2016-10-01;1;2016-10-31;3772;3761;5;;;;2;;;;;;2;1;;1;708403732.21;701225176.79;6452944;108.667482127537;0.00079;0;0.0123;0.004;0.0083;0
13.371.132/0001-71;2016-11-01;1;2016-11-30;3765;3755;;;1;3;2;;;;;;2;1;;1;699011907.67;691945836.26;6452944;107.229481033773;0.00079;0;-0.005319;-0.013233;0.007914;0
13.371.132/0001-71;2016-12-01;1;2016-12-29;3904;3892;1;;;6;2;;;;;;2;1;;;698808683.86;691644854.98;6452944;107.182838558649;0.000837;0;0.007865;-0.000435;0.0083;0
13.464.208/0001-03;2016-10-01;1;;76;;;;;;;;;;;;;;;;15661119.69;15183592.78;46135;329.112231061017;0.00053182406278944;0.000189928697495008;-0.0145839734636542;-0.0145839734636542;;0.0220974577505463
13.464.208/0001-03;2016-11-01;1;;76;;;;;;;;;;;;;;;;15305400.79;14909930.36;46135;323.180456486399;0.000542;0.000193;-0.012878;-0.018024;0.005146;0.018354
13.464.208/0001-03;2016-12-01;1;2016-12-30;78;75;1;;;;;;;;;;1;1;;;15082724.42;14691275.21;46135;318.440992955457;0.00055;0.000196;0.006925;-0.003045;0.00997;0.01162
13.500.306/0001-59;2016-11-01;1;2016-11-30;1636;;;;;;;;;;;;;;;;130702102.15;130574269.02;101664;1284.37076074127;0.00013;0;0.01561;0.0099;0.00571;0
13.500.306/0001-59;2016-12-01;2;2016-12-31;1628;1470;21;1;0;0;5;0;0;0;0;0;1;2;0;128;130740841.37;130576747.83;101664;1284.39514311851;0.00013;0;0.005704;1.9E-05;0.005685;0
13.568.181/0001-07;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;102370927.64;2639328.55;46807.07857835;56.3873805023322;0.001578685;0.00078934;-0.007934;-0.007934;;
13.568.181/0001-07;2016-12-01;2;2016-12-30;1;;;;;1;;;;;;;;;;;101497138.12;2626193.33;46807.07857835;56.1067558532637;1.58E-05;7.9266E-06;-0.004976;-0.004976;;
13.584.584/0001-31;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;49596994.8;49564050.23;38399844;1.29073571835344;0.000535;0;-0.002403;-0.002403;0;0
13.584.584/0001-31;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;49555753.85;49482463.85;38399844;1.28861106440953;0.001339;;-0.001646;-0.001646;;
13.584.584/0001-31;2016-12-01;1;2016-12-30;1;1;;;;;;;;;;;;;;;49457675.91;49377223.73;38399844;1.28587042515069;0.001473;;-0.002127;-0.002127;;
13.652.006/0001-95;2016-10-01;1;;1687;;;;;;;;;;;;;;;;107282370.27;106535053.5;1078000;98.8265802411874;0.000183;5.6E-05;0.00779;0.001009;0.006781;0
13.652.006/0001-95;2016-11-01;1;;1684;;;;;;;;;;;;;;;;106740977.16;106546613.07;1078000;98.8373034044527;0.000183;5.6E-05;0.001606;0.000109;0.001497;0
13.652.006/0001-95;2016-12-01;1;2016-12-30;1655;1649;3;;;;;;;;;;2;1;;;99466947.04;99202803.13;1078000;92.0248637569573;0.000216;6E-05;-0.067034;-0.068926;0.001892;0
13.726.079/0001-84;2016-10-01;1;2016-10-31;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;362463936.93;46356267.89;50880.828623;911.075333176576;0.00054361580746314;0;-0.001659;-0.001659;0;0
13.726.079/0001-84;2016-11-01;1;2016-11-30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362459422.83;49741197.43;54681.569591;909.651968698917;0.000507;0.000911;-0.001562;-0.001562;0;0
13.726.079/0001-84;2016-12-01;1;2016-12-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;362457643.98;53128862.24;58490.9491;908.326212131853;0.000474;9.4E-05;-0.001457;-0.001457;0;0
13.842.683/0001-76;2016-10-01;1;2016-10-31;12;;;;;;;;;;;;;;;;32807934.21;32728750.76;32908.55029011;994.536388612535;0.001788;0;0.000887;0.000887;0;0
13.842.683/0001-76;2016-11-01;1;2016-11-30;12;;;;;;;;;;;;;;;;32761120.44;32682223.64;32908.55029011;993.122557872809;0.001782;;-0.001422;-0.001422;;
13.842.683/0001-76;2016-12-01;1;2016-12-30;13;;;;;;;;;12;;;;1;;;43516818.4;43429806.86;42817.35234542;1014.30388571529;0.1528;;0.021328;0.021328;;
13.873.457/0001-52;2016-10-01;1;2016-10-31;2788;;;;;;;;;;;;;;;;113160354.54;112298561.99;752500;149.233969421927;0.000282;1.2E-05;0.007626;0.000253;0.007373;0
13.873.457/0001-52;2016-11-01;1;2016-11-30;2816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100140817.17;99279201.85;752500;131.932494152824;0.000317;1.3E-05;-0.108564;-0.115935;0.007371;0
13.873.457/0001-52;2016-12-01;1;2016-12-30;2839;2832;4;0;0;0;0;0;0;0;0;0;0;0;0;3;100321028.33;99104612.8;752500;131.700482126246;0.00032;1.4E-05;0.009838;-0.001759;0.011597;0
13.920.018/0001-53;2016-10-01;1;2016-10-31;3;;;;;;;;;;;;;;;;89701342.52;54793835.74;37058.606974;1478.57246168057;0.0006;0;0.01;0.01;0;0
14.056.001/0001-62;2016-10-01;1;;79;;;;;;;;;;;;;;;;70012071.12;67212106.56;51699979;1.30004127390458;0.000268;5.2E-05;0.024164;0.024164;0;0
14.056.001/0001-62;2016-11-01;1;;79;;;;;;;;;;;;;;;;69982286.4;69970285.66;51699979;1.35339098803116;0.000257;5E-05;0.065319;0.065319;0;0
14.056.001/0001-62;2016-12-01;2;2016-12-30;79;79;;;;;;;;;;;;;;;69517625.57;62774833.32;51699979;1.21421390364588;0.000287;5.6E-05;-0.007748;-0.102836;0.095088;0
14.080.689/0001-16;2016-10-01;1;;360;;;;;;;;;;;;;;;;113060659.56;109955777.89;954304;115.220912717541;0.000787681026518178;1.66667003332316E-05;0.00535893530471806;-0.0042339441122452;0.00959287941696326;0
14.080.689/0001-16;2016-11-01;1;;352;;;;;;;;;;;;;;;;113362561.2;109851064.03;954304;115.111184727299;0.00078996804;1.6E-05;0.007293;-0.000952;0.008245;0
14.080.689/0001-16;2016-12-01;1;2016-12-30;360;355;3;;;;1;;;;;;;1;;;113184031.85;109583012.36;954304;114.830297641003;0.000873;1.7E-05;0.002425;-0.00244;0.004865;0
14.088.246/0001-71;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;72566689.82;72532573.95;230.69976;314402.468169018;0.000317;;0.044075;0.044075;;
14.088.246/0001-71;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;72563615.98;72529500.11;230.69976;314389.144184632;0.000317;;0.00559;0.00559;;
14.088.246/0001-71;2016-12-01;1;2016-12-30;1;;;;;;;;1;;;;;;;;96854775.46;96820659.59;230.69976;419682.532786337;0.000238;;0.342355;0.342355;;
14.217.108/0001-45;2016-10-01;1;2016-10-31;426;;;;;;;;;;;;;;;;250613234.9;247007668.14;685000;360.595135970803;0.00025;1.2E-05;0.0071336;0.0001176;0.007016;
14.217.108/0001-45;2016-11-01;1;2016-11-30;527;;;;;;;;;;;;;;;;258938656.5;247398027.29;685000;361.165003343066;0.000594;1.4E-05;0.00864;0.00158;0.00706;
14.217.108/0001-45;2016-12-01;1;2016-12-30;632;615;3;;;;2;;;;;;7;5;;;242540778.51;238971395.59;685000;348.863351226277;0.000239;1.4E-05;-0.027;-0.03406;0.00706;
14.365.190/0001-55;2016-10-01;1;;1;;;;;;;;;;;;;;;;76146958.89;76041187.84;51452.82613825;1477.88165485182;0.000335567877420469;0.000140484522972965;-0.00247950258797802;-0.00247950258797802;0;0
14.365.190/0001-55;2016-11-01;1;;1;;;;;;;;;;;;;;;;76061458.02;76005203.07;51452.82613825;1477.18228082904;0.000336;0.000201;-0.000473;-0.000473;0;0
14.365.190/0001-55;2016-12-01;1;2016-12-30;1;;;1;;;;;;;;;;;;;75971197.19;75867064.48;51452.82613825;1474.49751887585;0.000275;8.7E-05;-0.001817;-0.001817;0;0
14.410.722/0001-29;2016-10-01;1;2016-10-31;24859;;;;;;;;;;;;;;;;1506418143.71;1489032882.84;15919690;93.5340375874153;0.000308;7E-06;0.0100215368961983;-0.0001871909143909;0.0102087278105892;0
14.410.722/0001-29;2016-11-01;1;2016-11-30;24768;;;;;;;;;;;;;;;;1506742758.56;1489518630.85;15919690;93.5645499912373;0.0013;7E-06;0.010537;0.000326;0.010211;0
14.410.722/0001-29;2016-12-01;1;2016-12-30;24770;24338;378;1;0;0;0;1;10;0;1;0;10;31;0;0;1507786029.42;1483912189.14;15919690;93.2123797096552;0.00028;8E-06;0.010795;-0.003794;0.014589;0
14.422.044/0001-14;2016-10-01;1;2016-10-31;254;;;;;;;;;;;;;;;;152917736.84;141147939.48;135000.0625;1045.53980839824;0.000555;7.1E-05;0.010483;0.010483;0;0
14.422.044/0001-14;2016-11-01;1;2016-11-30;254;;;;;;;;;;;;;;;;151976567.43;151399074.51;150000;1009.3271634;0.000553;6.6E-05;0.01032;0.005162;0.005158;0
14.422.044/0001-14;2016-12-01;1;2016-12-30;254;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153454324.59;150076077.24;150000;1000.5071816;0.000599;6.7E-05;0.011471;-0.008738;0.020209;0
14.609.653/0001-87;2016-10-01;1;2016-10-31;15;;;;;;;;;;;;;;;;87104794.51;86353897.24;81900;1054.38213968254;0.000396;;-0.000223;-0.000223;;
14.609.653/0001-87;2016-11-01;1;2016-11-30;15;;;;;;;;;;;;;;;;87058689.62;86327711.32;81900;1054.06240927961;0.000396;;-0.000303;-0.000303;;
14.609.653/0001-87;2016-12-01;1;2016-12-30;16;11;2;;;;;;;1;;;1;;;1;87059727.93;86307158.66;81900;1053.81146105006;0.000435;;-0.000238;-0.000238;;
14.631.148/0001-39;2016-12-01;1;2016-12-30;33;0;0;0;1;0;0;0;0;32;0;0;0;0;0;0;88877627.7;88375918.32;928908.19633869;95.1395613348396;0;0;3.4E-05;3.4E-05;0;0
14.665.312/0001-29;2016-10-01;2;;2;;;;;;;;;;;;;;;;15872489.48;15792042.68;37220027.5758989;0.424288849539322;0.000628;0.000163;-0.000736;-0.009772;0.009036;0.038915
14.665.312/0001-29;2016-11-01;1;;2;;;;;;;;;;;;;;;;15879915.03;15790041.39;37220027.5758989;0.424235080369057;0.000581;0.000163;-0.000127;-0.000127;0;0
14.665.312/0001-29;2016-12-01;1;2016-12-30;2;;;;;;;;;;;;;2;;;15823014.91;15456433.96;37220027.5758989;0.415271964226284;0.000636;0.000179;-0.005612;-0.021128;0.015516;0
14.721.889/0001-00;2016-10-01;1;2016-10-31;56;;;;;;;;;;;;;;;;144872884.37;144826654.31;7849196;18.4511450994471;0.000167;5.8E-05;0.004201;0.000218;0.003983;0
14.721.889/0001-00;2016-11-01;1;2016-11-30;50;;;;;;;;;;;;;;;;144968838.68;144921424.37;7849196;18.4632189551643;0.000167;5.8E-05;0.005132;0.000654;0.004478;0
14.721.889/0001-00;2016-12-01;1;2016-12-30;53;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132655315.43;132606598.5;7849196;16.8942906381749;0.000182;6.4E-05;-0.079963;-0.084976;0.005013;0
14.733.211/0001-48;2016-11-01;1;2016-11-30;101;;;;;;;;;;;;;;;;82399376.34;82010123.97;382017;214.676634730915;0.002845;0.000355;0.005547;0.000374;0.005173;0
14.733.211/0001-48;2016-12-01;1;2016-12-31;86;74;5;;;5;;;;;;;;2;;;80498040.24;80098608.21;382017;209.672889452564;0.00323;0.000406;-0.036435;-0.042677;0.006242;0
14.786.587/0001-10;2016-10-01;1;2016-10-31;6;;;;;;;;;;;;;;;;155060268.26;93129200.16;821457.1285738;113.370737097004;0.000336;7.7E-05;0.005897;0.005897;0;0
14.786.587/0001-10;2016-11-01;1;2016-11-30;6;;;;;;;;;;;;;;;;155073189.99;95662482.52;862627.7179;110.896601784235;0.00031;7.5E-05;0.007375;-0.021787;0.029162;0
14.786.587/0001-10;2016-12-01;1;2016-12-30;6;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;153336185.54;96032955.01;862627.7179;111.326071510645;0.000317;7.5E-05;0.006281;0.003877;0.002404;0
14.788.476/0001-43;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;23110981.21;383114.46;11896;32.2053177538669;0.001;0.001;-0.012961;-0.012961;0;0
14.788.476/0001-43;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;23110981.21;378084.26;11896;31.782469737727;0.001;0.001;-0.01313;-0.01313;0;0
14.788.476/0001-43;2016-12-01;1;2016-12-30;1;;1;;;;;;;;;;;;;;23110981.21;373051.47;11896;31.359404001345;0.001;0.001;-0.013311;-0.013311;0;0
14.793.782/0001-78;2016-10-01;1;2016-10-31;1549;;;;;;;;;;;;;;;;71341131.16;71139213.99;742000;95.8749514690027;0.0003239;5.62E-05;-0.000246692516963213;-0.000262815007963213;1.6122491E-05;0
14.793.782/0001-78;2016-11-01;1;2016-11-30;1535;;;;;;;;;;;;;;;;71385887.64;71148743.52;742000;95.8877945013477;0.0002986;0;4.2E-05;2.2E-05;2E-05;0
14.793.782/0001-78;2016-12-01;1;2016-12-30;1524;1518;5;;;;;;;;;;;1;;;64557611.9;64280299.23;742000;86.6311310377358;0.0004630967863651;0;-0.096509;-0.096536;2.7E-05;0
15.006.286/0001-90;2016-10-01;1;2016-10-31;5965;;;;;;;;;;;;;;;;241507056.51;239513254.64;2676000;89.5042057698057;0.000165;1.2E-05;0.007155;-0.000106;0.007261;0
15.006.286/0001-90;2016-11-01;1;2016-11-30;5963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253104483.65;251322650.37;2676000;93.917283396861;0.000157;1.1E-05;0.056568;0.049306;0.007262;0
15.006.286/0001-90;2016-12-01;1;2016-12-30;5977;5955;13;0;0;0;0;0;0;0;0;0;3;4;0;2;253325814.48;251327228.38;2676000;93.9189941629297;0.000174;1.7E-05;0.006939;1.8E-05;0.006921;0
15.098.422/0001-19;2016-10-01;1;2016-10-31;56;;;;;;;;;;;;;;;;137634105.4;137594138.64;1350000;101.921584177778;0.000116;5.5E-05;0.008714;-0.000116;0.00883;0
15.098.422/0001-19;2016-11-01;1;2016-11-30;56;;;;;;;;;;;;;;;;137747839.95;137592969.13;1350000;101.920717874074;0.0001;7.1E-05;0.008822;-8E-06;0.00883;0
15.098.422/0001-19;2016-12-01;1;2016-12-30;56;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122959300.24;122689375.21;1350000;90.8810186740741;0.00013;6.2E-05;-0.099487;-0.108317;0.00883;0
15.296.696/0001-12;2016-10-01;1;;1418;;;;;;;;;;;;;;;;157415805.88;156159077.38;1784828;87.4925076141791;7.2E-05;4.2E-05;0.005628;0.000135;0.005493;0
15.296.696/0001-12;2016-11-01;1;;1417;;;;;;;;;;;;;;;;157500013.07;156349536.6;1784828;87.5992177397486;7.2E-05;4.2E-05;0.005769;0.00122;0.004549;0
15.296.696/0001-12;2016-12-01;1;2016-12-30;1429;1402;7;;;;2;;;;;;5;13;;;147344826.27;145864555.19;1784828;81.7247125157158;0.000375;4.7E-05;-0.060349;-0.067061;0.006712;0
15.394.563/0001-89;2016-10-01;1;2016-10-31;1152;;;;;;;;;;;;;;;;113194781.22;111424799.2;107481;1036.6929894586;0.000434;5.9E-05;0.0101;0;0.0101;0
15.394.563/0001-89;2016-11-01;1;2016-11-30;1158;;;;;;;;;;;;;;;;113393660.78;111633852.13;107481;1038.63801164857;0.000434;5.8E-05;0.011878;0.001876;0.010002;0
15.394.563/0001-89;2016-12-01;1;2016-12-30;1167;1161;4;0;0;0;0;0;0;0;0;0;2;0;0;0;112551042.55;110721238.8;107481;1030.147084601;0.000482;5.9E-05;0.011268;0.000953;0.010315;0
15.447.110/0001-73;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;423550180.69;141998345.26;142000000;0.999988346901408;1.2E-05;;-1.2E-05;-1.2E-05;;
15.461.076/0001-91;2016-11-01;1;;11;;;;;;;;;;;;;;;;190711229.37;182938638.6;1841677;99.3326400883543;0.0011;;-0.011121;-0.011121;;
15.461.076/0001-91;2016-12-01;1;2016-12-31;11;;;;;;;;;11;;;;;;;194649171.06;187055579.68;1841677;101.568070666029;0.0011;;0.022504;0.022504;;
15.570.431/0001-60;2016-10-01;2;;498;;;;;;;;;;;;;;;;68667572.19;66272051.68;700000;94.6743595428571;0.00041;0;0.007671;0.000112;0.007559;0
15.570.431/0001-60;2016-11-01;1;;502;;;;;;;;;;;;;;;;68813027;66291505.84;700000;94.7021512;0.00041;0;0.008663;0.000294;0.008369;0
15.570.431/0001-60;2016-12-01;1;2016-12-30;497;452;4;1;;;;;3;37;;;;;;;63372268.08;62548579.48;700000;89.3551135428571;0.000435;0;-0.048917;-0.056462;0.007545;0
15.576.907/0001-70;2016-11-01;2;2016-11-30;4331;;;;;;;;;;;;;;;;442254260.6;438206539.94;405000;1081.99145664198;0.00035;2.4E-05;0.016353;0.008218;0.008135;0
15.576.907/0001-70;2016-12-01;1;2016-12-31;4231;4186;20;0;0;0;0;1;17;0;0;0;1;3;0;3;442253463.83;438120448.32;405000;1081.77888474074;0.000316;2.5E-05;0.007808;-0.000196;0.008004;0
16.543.264/0001-21;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;2820685.74;2762325.98;5479.07606483;504.159085823114;0.0114;0;-0.018319;-0.018319;0;0
16.671.412/0001-93;2016-10-01;2;2016-10-31;2782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137625790.19;136214521.5;1438853;94.6688240563838;0.0006846;1.2E-05;0.007119;0.000147;0.006972;0
16.671.412/0001-93;2016-11-01;1;2016-11-30;2798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140589910.66;139178581.01;1438853;96.7288395756898;0.000682;1.2E-05;0.028732;0.02176;0.006972;0
16.671.412/0001-93;2016-12-01;1;2016-12-30;2798;2774;10;0;0;0;4;0;0;0;0;0;3;5;0;2;140647139.62;139131965.92;1438853;96.6964421799864;0.000779;1.3E-05;0.006902;-0.000335;0.007237;0
16.802.320/0001-03;2016-10-01;1;2016-10-31;5070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216049963.29;200775745.31;2414570;83.1517600690806;0.000393;1.2E-05;0.010003;0.000975;0.009028;0
16.802.320/0001-03;2016-11-01;1;2016-11-30;5026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204539726.63;187796128.9;2414570;77.7762205692939;0.000419;1.3E-05;-0.055267;-0.064647;0.00938;0
16.802.320/0001-03;2016-12-01;1;2016-12-30;4985;4964;13;0;0;0;0;0;1;0;0;0;1;4;0;2;204564725.72;187855549.28;2414570;77.8008296632527;0.000432;1.3E-05;0.01073;0.000316;0.010414;0
16.841.067/0001-99;2016-10-01;1;2016-10-31;7;;1;1;;;;;2;3;;;;;;;31827062.42;31747279.63;26291;1207.53412308395;0.00107521307015369;0;0.00756;0.00756;0;0
16.841.067/0001-99;2016-11-01;1;2016-11-30;7;0;1;1;0;0;0;0;2;3;0;0;0;0;0;0;32065736.17;31981395.51;26291;1216.43891483778;0.001075;0.00025;0.007374;0.007374;0;0
16.841.067/0001-99;2016-12-01;1;2016-12-30;7;0;1;1;0;0;0;0;2;3;0;0;0;0;0;0;32355463.71;31631601.59;26291;1203.1342128485;0.001204;0.000253;-0.01004;-0.010937;0.000897;0
16.915.968/0001-88;2016-10-01;1;2016-10-31;695;;;;;;;;;;;;;;;;38631756.94;38495382.36;375505;102.516297679125;0.00146203050858591;0.000114282708218306;0.00672273678833162;-0.00463715963392708;0.0113598964222587;0
16.915.968/0001-88;2016-11-01;1;2016-11-30;808;;;;;;;;;;;;;;;;40857829.02;40698286.27;398592;102.105125717526;0.001495;0.000117;0.007402;-0.004011;0.011413;0
16.915.968/0001-88;2016-12-01;1;2016-12-30;985;979;2;1;0;0;0;0;0;1;0;0;0;2;0;0;40945257.54;40772647.57;401617;101.521219395593;0.001652;0.000129;0.00574;-0.005719;0.011459;0
17.007.443/0001-07;2016-10-01;1;2016-10-31;63;;;;;;;;;;;;;;;;73539879.16;72032696.85;18113;3976.85070667476;0.000240504670206583;4.15847265338088E-05;0.0091609085964715;0.001859;0.0073019085964715;
17.007.443/0001-07;2016-11-01;1;2016-11-30;63;;;;;;;;;;;;;;;;73552339.33;72088953.95;18113;3979.95660299233;0.0002403;0;0.0080673;0.000779;0.0072883;
17.007.443/0001-07;2016-12-01;1;2016-12-30;63;62;;;;;1;;;;;;;;;;73570355.43;72165780.03;18113;3984.19809142605;0.00024;0;0.0083476;0.001065;0.0072826;
17.007.528/0001-95;2016-10-01;1;2016-10-31;8;;;;;;;;;;;;;;;;55653111.38;14211736.73;10201.20608;1393.14279297453;0.000379967635384138;0.000168874504615172;-0.00732;-0.00732;;
17.007.528/0001-95;2016-11-01;1;2016-11-30;8;;;;;;;;;;;;;;;;55638832.57;14131227.94;10201.20608;1385.25070753203;0.0003821323;0.00016983662;-0.005664;-0.005664;;
17.007.528/0001-95;2016-12-01;1;2016-12-30;8;7;1;;;;;;;;;;;;;;55625281.31;14128970.47;10201.20608;1385.02941311034;0.00038218;0.0001698623;-0.000159;-0.000159;;
17.035.124/0001-05;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;131498488.3;13954920.45;1000;13954.92045;0.000652300386277014;0.000652300386277014;0.019713;0.019713;;
17.035.124/0001-05;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;131614658.52;14217110;1000;14217.11;0.00064027;0.00064027;0.018788;0.018788;;
17.035.124/0001-05;2016-12-01;1;2016-12-30;1;;;;;;;;;;;;;1;;;131692034.49;14406627.53;1000;14406.62753;0.00063184253;0.00063184253;0.01333;0.01333;;
17.156.502/0001-09;2016-10-01;1;;338;;;;;;;;;;;;;;;;109940509.62;109796773.76;1000000;109.79677376;7.90961309936399E-05;7.90650736147823E-05;0.00738309182645058;0.00738309182645058;0;0
17.156.502/0001-09;2016-11-01;1;;439;;;;;;;;;;;;;;;;110815117.36;110664283.22;1000000;110.66428322;7.9E-05;7.9E-05;0.007901;0.007901;0;0
17.156.502/0001-09;2016-12-01;2;2016-12-30;385;371;;;1;;;;;;;;2;11;;;111645418.02;104888046.08;1000000;104.88804608;9.2E-05;9.2E-05;0.007444;-0.052196;0.05964;0
17.161.979/0001-82;2016-11-01;1;;50;;;;;;;;;;;;;;;;66470758.83;66416483.45;636000;104.428433097484;0.001216;0.000412;0.042305;0.008317;0.033988;0
17.161.979/0001-82;2016-12-01;1;2016-12-31;50;44;6;;;;;;;;;;;;;;85570598.9;84860341.48;636000;133.428209874214;0.00108339771436894;0.000354516249585094;0.286127;0.2777;0.008427;0
17.198.404/0001-34;2016-10-01;1;2016-10-31;1;;;;;;;;;;;;;;;;5381043.91;5365572.77;11.6213785;461698.478368982;0.00124680444880072;;-0.00188;-0.00188;;
17.198.404/0001-34;2016-11-01;1;2016-11-30;1;;;;;;;;;;;;;;;;5372363.78;5357839.47;11.6213785;461033.040959814;0.001005991;;-0.001441;-0.001441;;
17.198.404/0001-34;2016-12-01;1;2016-12-30;1;;;;;;;;;;;;;1;;;5364333.35;5348708.57;11.6213785;460247.34243016;0.001007701;;-0.001704;-0.001704;;
17.198.500/0001-82;2016-12-01;2;2016-12-30;1;;;;;;;;;;;;;1;;;134977305.25;133086127.94;47500;2801.81321978947;0.000188;2.4E-05;0.238236;0.221142;0.017094;0
17.209.378/0001-00;2016-10-01;1;;139;;;;;;;;;;;;;;;;131298503.11;131016353.28;124104;1055.6980700058;0.001109;8E-06;0.001351;0.001351;0;0
17.209.378/0001-00;2016-11-01;2;;139;;;;;;;;;;;;;;;;137885666.99;136466996.15;124104;1099.61803124799;0.001066;8E-06;0.041603;0.041603;0;0
17.209.378/0001-00;2016-12-01;3;2016-12-30;139;137;;;;;;;2;;;;;;;;138018554.36;136912975.48;124104;1103.21162476633;0.001218;9E-06;0.003268;0.003268;0;0
17.211.882/0001-37;2016-10-01;1;2016-10-31;15;;;;;;;;;;;;;;;;24116017.26;20884036.88;19468.75;1072.69531325843;0.000766;;0.000474;0.000474;;
17.211.882/0001-37;2016-11-01;1;2016-11-30;15;;;;;;;;;;;;;;;;24112889.96;20888909.58;19468.75;1072.94559640449;0.000766;;0.000233;0.000233;;
17.211.882/0001-37;2016-12-01;1;2016-12-30;15;13;;;;;;;;;;;;;;2;24133790.3;20901809.92;19468.75;1073.60821418941;0.000765;;0.000618;0.000618;;
17.216.625/0001-98;2016-10-01;1;2016-10-31;70;;;;;;;;;;;;;;;;53063638.96;52939818.02;55000;962.542145818182;0.00189283612501545;8.21043623224755E-05;0.001727;0.001727;;
17.216.625/0001-98;2016-11-01;1;2016-11-30;68;;;;;;;;;;;;;;;;53156693.82;53028691.48;55000;964.158026909091;0.0018896;8.1E-05;0.001683;0.001683;;
17.216.625/0001-98;2016-12-01;1;2016-12-30;68;62;1;;;;;;;;;;1;4;;;53477068.67;53335792.74;55000;969.741686181818;0.0020666616;5.6247E-05;0.005787;0.005787;;
17.308.805/0001-08;2016-12-01;1;2016-12-31;1;;;;;;;;;;;;;1;;;196273734.19;196812783.32;156630;1256.54589363468;0.000885;;0.230154;0.230154;;
