nome_fundo,nome_imovel,cnpj_fundo,latitude,longitude
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,Via Parque Shopping,00.332.266/0001-31,-22.9827365,-43.360893
FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,CTI,00.762.723/0001-28,-23.5262814,-46.7449527
FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,Hotel,00.868.235/0001-08,-30.0326295,-51.1780903
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,Grand Plaza Shopping,01.201.140/0001-90,-23.6467785,-46.53386460000001
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Marechal Camara,01.235.622/0001-61,-22.9091988,-43.1694987
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Fusion,01.235.622/0001-61,-15.8057626,-48.0842616
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Riserva,01.235.622/0001-61,-20.2959489,-40.2962979
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Barão de Mesquita,01.235.622/0001-61,-22.9242419,-43.2425056
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Senhor dos Passos,01.235.622/0001-61,-22.9070828,-43.18191480000001
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Visison,01.235.622/0001-61,-15.8057626,-48.0842616
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Golden Corporate,01.235.622/0001-61,-22.9038603,-43.1814608
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Visconde de Pirajá,01.235.622/0001-61,-22.9842394,-43.2049773
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Largo de Santa Rita,01.235.622/0001-61,-22.9002271,-43.1809637
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Due Murano,01.235.622/0001-61,-15.7524981,-47.9128527
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Rio Branco 255/257,01.235.622/0001-61,-22.9063832,-43.1771761
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Uruguaiana, 78",01.235.622/0001-61,-22.9048588,-43.1794818
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Primeiro de Março,01.235.622/0001-61,-22.9013187,-43.1764795
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Miguel Couto,01.235.622/0001-61,-22.9013519,-43.1801855
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Due Capri,01.235.622/0001-61,-15.7524981,-47.9128527
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Innovitá,01.235.622/0001-61,-22.915062,-43.2136941
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Panorama,01.235.622/0001-61,-22.9070828,-43.18191480000001
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Metropolitan,01.235.622/0001-61,-12.983733,-38.453738
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Uruguaiana, 76",01.235.622/0001-61,-22.9048752,-43.1794376
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Seasons,01.235.622/0001-61,-22.9620681,-43.3969399
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Sete de Setembro,01.235.622/0001-61,-22.9054333,-43.1784447
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Gift,01.235.622/0001-61,-22.910676,-43.2416126
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Rio Branco 45,01.235.622/0001-61,-22.9063832,-43.1771761
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Av. Mem de sá,01.235.622/0001-61,-22.912313,-43.1861477
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Le Quartier,01.235.622/0001-61,-15.8057626,-48.0842616
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Estoque Diversos,01.235.622/0001-61,-20.2806895,-40.2902141
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Citta America,01.235.622/0001-61,-23.0027005,-43.32177
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Dom Gerado 46,01.235.622/0001-61,-22.8979587,-43.1789051
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,CESBOM,01.235.622/0001-61,-19.7397781,-45.2536209
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Cardeal Leme,01.235.622/0001-61,-22.9170513,-43.1890709
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Carioca,01.235.622/0001-61,-22.9066492,-43.1804136
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Visconde de Inhaúma,01.235.622/0001-61,-22.8996218,-43.1787255
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Toscanini,01.235.622/0001-61,-19.9405907,-43.939843
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Allegro,01.235.622/0001-61,-20.2743371,-40.2832916
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Conde de Bonfim,149",01.235.622/0001-61,-22.9320902,-43.2401161
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Travessa do Ouvidor,01.235.622/0001-61,-22.9045434,-43.1769981
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Estoque Diversos - Rio de Janeiro,01.235.622/0001-61,-23.0076325,-43.3280064
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Conjunto Voluntários,01.497.954/0001-14,-30.0274454,-51.2261083
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Prédio Dom Pedro,01.497.954/0001-14,-30.0170041,-51.1868499
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Edifício Mostardeiro,01.497.954/0001-14,-30.0283095,-51.2040544
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Prédio Carlos Gomes,01.497.954/0001-14,-30.0233097,-51.1844392
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Prédio Carlos Gomes,01.497.954/0001-14,-30.02770809999999,-51.1820537
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Praça Montivideo,01.497.954/0001-14,-30.0288917,-51.2285713
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Edifício Rio Guaiba,01.497.954/0001-14,-30.02571549999999,-51.2259126
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,Eusébio Matoso,01.601.918/0001-59,-23.5721919,-46.6988065
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,Joaquim Floriano,01.601.918/0001-59,-23.5852933,-46.6768574
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,Dantas Barreto,01.601.918/0001-59,-8.064806899999999,-34.8783218
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,Edificio Memorial Office Building,01.633.741/0001-72,-23.5260553,-46.671063
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,Moinhos Shopping,01.636.325/0001-28,-30.02331,-51.2011118
SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Shopping Center Piedade,01.657.856/0001-05,-12.9834609,-38.5130754
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,Ed Brasílio Machado,02.027.437/0001-44,-23.6032681,-46.6748117
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,Contagem,02.508.235/0001-14,-21.1083947,-45.83058620000001
FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,Edifício New York e Los Angeles,03.251.720/0001-18,-23.5257421,-46.6770879
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,Shopping Patio Higienópolis,03.507.519/0001-59,-23.5412224,-46.6571399
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,CETENCO PLAZA,03.683.056/0001-86,-23.5595883,-46.658066
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,NEW CENTURY,03.683.056/0001-86,-23.5882415,-46.680574
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,PARQUE PAULISTA,03.683.056/0001-86,-23.5602437,-46.6592401
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,JK FINANCIAL CENTER,03.683.056/0001-86,-23.5872061,-46.6751363
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,PQ CULTURAL PAULISTA,03.683.056/0001-86,-23.5710635,-46.6451532
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,CANDELÁRIA CORPORATE,03.683.056/0001-86,-22.899558,-43.17782829999999
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,INTERNACIONAL RIO,03.683.056/0001-86,-22.9300108,-43.1746647
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,JATOBÁ,03.683.056/0001-86,-23.6016085,-46.69262459999999
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,03.855.441/0001-63,-22.4069831,-41.8678315
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,Hospital da Criança,04.066.582/0001-60,-23.6436827,-46.6429168
FUNDO DE INV. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,ED. CONTINENTAL SQUARE FARIA LIMA,04.141.645/0001-03,-23.5958083,-46.6844974
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,Centro Empresarial Nações Unidas,04.722.883/0001-02,-23.6103668,-46.6966448
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Condominio Perini Business Park,04.782.236/0001-88,-26.2424317,-48.8846487
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Centro de Distribuição Anhanguera - CDA,05.437.916/0001-27,-21.8140101,-47.4979859
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Centro de Distribuição -Rio de Janeiro,05.437.916/0001-27,-22.8374191,-43.2606013
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Torre de Elevadores - Interlagos - SP,05.437.916/0001-27,-23.7053383,-46.7023725
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO ALMIRANTE B,Edifício Almirante Barroso,05.562.312/0001-02,-22.9078288,-43.177269
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,-23.5604978,-46.6569653
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,CARJ,07.000.400/0001-46,-22.9225633,-43.2501867
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,SEDE I,07.000.400/0001-46,-15.8031874,-47.8837315
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE ALMIRANTE,Edificio Torre Almirante,07.122.725/0001-00,-22.9073165,-43.1752511
FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,Parque Dom Pedro Shopping,07.224.019/0001-60,-22.8492355,-47.06209399999999
FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,Rodoshopping Fernão Dias,07.352.632/0001-63,-23.490927,-46.5656024
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Montese,07.583.627/0001-61,-3.7557831,-38.5391771
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Morro Grande,07.583.627/0001-61,-23.4761094,-46.7032924
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Sócrates,07.583.627/0001-61,-23.6557367,-46.69188949999999
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Cardoso de Almeida,07.583.627/0001-61,-23.5352824,-46.6665545
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Campinas ,07.583.627/0001-61,-22.9263404,-47.0397549
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Aeroporto,07.583.627/0001-61,-23.6286463,-46.6676672
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Lavandisca,07.583.627/0001-61,-23.6003466,-46.6667877
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Jardim Paulistano,07.583.627/0001-61,-23.5717212,-46.6811898
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Sudoeste - Brasília,07.583.627/0001-61,-21.4202843,-50.0814465
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Pacaembu,07.583.627/0001-61,-23.5465156,-46.6689467
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Belo Horizonte (Minas Shopping),07.583.627/0001-61,-19.8746192,-43.9261961
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Teodoro Sampaio,07.583.627/0001-61,-23.5636703,-46.68732079999999
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Cerro Corá,07.583.627/0001-61,-23.5346858,-46.7129314
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Curuçá,07.583.627/0001-61,-23.5143842,-46.5890447
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Ricardo Jafet,07.583.627/0001-61,-23.5890009,-46.6185051
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Araçatuba,07.583.627/0001-61,-19.793023,-43.9336069
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Taboão da Serra,07.583.627/0001-61,-23.610077,-46.753223
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Granja Viana,07.583.627/0001-61,-23.5927161,-46.8338456
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Santos,07.583.627/0001-61,-23.9588428,-46.3322994
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Taguatinga,07.583.627/0001-61,-15.8098397,-48.0640461
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Edgar Facó,07.583.627/0001-61,-23.5003499,-46.70621329999999
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Carapicuíba,07.583.627/0001-61,-23.5532682,-46.8358041
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Aflitos,07.583.627/0001-61,-8.0463319,-34.8964676
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Rótula,07.583.627/0001-61,-12.9705787,-38.4812141
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Recife,07.583.627/0001-61,-8.104654800000002,-34.88983340000001
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Nova Cantareira,07.583.627/0001-61,-23.4880609,-46.6219806
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Anchieta,07.583.627/0001-61,14.9585183,-24.4566923
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Portal,07.583.627/0001-61,-23.616402,-46.7397648
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Penha,07.583.627/0001-61,-23.5156348,-46.5198496
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Pedroso,07.583.627/0001-61,-23.5629008,-46.6410438
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Campo Grande,07.583.627/0001-61,-20.4562058,-54.6077132
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Goiânia,07.583.627/0001-61,39.39987199999999,-8.224454
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Jaguaré,07.583.627/0001-61,-23.5568746,-46.7483593
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Morumbi,07.583.627/0001-61,-23.5861238,-46.72206800000001
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Freguesia do Ó,07.583.627/0001-61,-23.5048034,-46.68929079999999
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,São Caetano,07.583.627/0001-61,-23.6164612,-46.5716854
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,João Dias,07.583.627/0001-61,-23.6470391,-46.7290731
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Anhanguera,07.583.627/0001-61,-23.5171985,-46.7265643
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Curitiba,07.583.627/0001-61,-23.6214632,-46.5563457
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Dourados,07.583.627/0001-61,-22.2251646,-54.7982455
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Santo André,07.583.627/0001-61,-23.6521428,-46.5258624
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Vasco da Gama,07.583.627/0001-61,-12.9992537,-38.4884406
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Champagnat,07.583.627/0001-61,-25.433288,-49.2981656
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Belvedere,07.583.627/0001-61,-19.9743797,-43.9480495
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Guarani,07.583.627/0001-61,-23.5816196,-46.5367733
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Jabaquara ,07.583.627/0001-61,-23.6461989,-46.6409731
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Sorocaba,07.583.627/0001-61,-23.4903187,-47.4449032
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Guaianazes,07.583.627/0001-61,-23.5418409,-46.42388529999999
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Alphaville,07.583.627/0001-61,-23.4947656,-46.850188
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Pedreira,07.583.627/0001-61,-23.9475887,-46.3354092
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Brasília Norte,07.583.627/0001-61,51.8860181,0.2388661
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Paralela,07.583.627/0001-61,-12.9366359,-38.36085569999999
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,Amoreiras ,07.583.627/0001-61,-22.9447652,-47.1094146
FII ANCAR IC,CVS - CENTER VALE SHOPPING,07.789.135/0001-27,-23.200802,-45.8804556
FII ANCAR IC,BPS - BOTAFOGO PRAIA SHOPPING,07.789.135/0001-27,-22.947461,-43.1834672
FII ANCAR IC,CNB - CONJUNTO NACIONAL BRASILIA,07.789.135/0001-27,-15.7922244,-47.8835633
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL NOSSA SENHO,Hospital e Maternidade,08.014.513/0001-63,-23.6434062,-46.6431702
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,REC - Loja de Rua Centro,08.098.114/0001-28,-8.059664699999999,-34.8854481
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,SLZ - Loja de Rua Centro,08.098.114/0001-28,-2.5202593,-44.2696266
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,MCO-Shopp.Center Iguatemi,08.098.114/0001-28,-9.6273485,-35.698853
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,ABC - Shopping ABC,08.098.114/0001-28,-23.6677966,-46.53356360000001
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,BHD - Shopp.Del Rey,08.098.114/0001-28,-19.8907155,-43.9678135
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,BHM - Minas Shopping,08.098.114/0001-28,-19.8736522,-43.9272745
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,FOS - Iguatemi Fortaleza,08.098.114/0001-28,-3.7831489,-38.4804727
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,SPC - Loja de Rua Centro,08.098.114/0001-28,-23.5440907,-46.6392053
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,BHC - Loja de Rua,08.098.114/0001-28,-19.9226994,-43.9389473
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,CPK - Shopp. Parque D.Pedro,08.098.114/0001-28,-22.8476827,-47.0605139
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,TIJ - Loja de Rua Tijuca,08.098.114/0001-28,-22.9240934,-43.2332946
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,COP- GAR,08.098.114/0001-28,-22.9725597,-43.1876555
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,BPB - Pátio Brasil Shopping,08.098.114/0001-28,-15.708703,-47.91437519999999
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,CAC - Loja de Rua Centro,08.098.114/0001-28,-22.9074076,-47.0640647
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,OUV - Loja de Rua Centro,08.098.114/0001-28,-22.9046028,-43.1804054
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,SVP-Shopp.Piedade Barris,08.098.114/0001-28,-12.9834275,-38.51426379999999
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,DQE - Loja de Rua Centro,08.098.114/0001-28,-22.7878525,-43.3102042
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,GOI Goiania Shopping,08.098.114/0001-28,-16.7080892,-49.27230180000001
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,NIG - Loja de Rua Centro,08.098.114/0001-28,-22.7592056,-43.4492351
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,NOR - Norte Shopping,08.098.114/0001-28,-22.886543,-43.2841786
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,EC - Escritório Central,08.098.114/0001-28,-23.4988288,-46.8490606
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,COP - Lj de Rua Copacabana,08.098.114/0001-28,-22.9725399,-43.1876537
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,NIT - Plaza Shopping,08.098.114/0001-28,-22.896859,-43.1236835
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,SIR-Shopp.C.Iguatemi Rio,08.098.114/0001-28,-22.9195696,-43.2507852
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,BEI - Shopping Iguatemi Belém,08.098.114/0001-28,-1.4579842,-48.4953617
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,SVB - Shopping Barra,08.098.114/0001-28,-13.0066959,-38.5244335
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,CBS - Shopp.Center Curitiba,08.098.114/0001-28,-25.4409909,-49.2774894
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,VIX - Loja Vitória,08.098.114/0001-28,-20.3188627,-40.3304756
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,Ed. Santa Catarina,08.098.114/0001-28,-23.5696438,-46.6469307
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-28.6648856,-55.9877897
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-19.8403973,-43.9667336
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-27.4877078,-48.6575406
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-27.6570298,-48.6784639
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-12.9808297,-38.4955454
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-29.9098513,-51.1769282
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-19.8375876,-43.9913602
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-8.0907114,-34.884928
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-28.5844152,-55.6257086
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-25.7631786,-49.73725
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-21.5567413,-45.4385412
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-3.1411075,-59.9624768
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-23.886278,-46.43036600000001
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-27.6570298,-48.6784639
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-6.207102,-52.70279559999999
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,Posto de Combustível,08.417.532/0001-30,-19.9173531,-43.9356124
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,I Fashion Outlet Novo Hamburgo - 49%,08.431.747/0001-06,-29.6637634,-51.1428739
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,São Bernardo Plaza Shopping - 35%,08.431.747/0001-06,-23.7232218,-46.543195
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Mooca Plaza Shopping - 20%,08.431.747/0001-06,-23.5797664,-46.5943394
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,"Shopping Center Penha - 87,5628%",08.431.747/0001-06,-23.5251244,-46.5468072
