nome_fundo,nome_imovel,cnpj_fundo,latitude,longitude
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 26,23.964.908/0001-10,-25.3548038,-49.1690212
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 14,23.964.908/0001-10,-23.2360702,-48.1302842
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 33,23.964.908/0001-10,-22.3155297,-49.0708221
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 29,23.964.908/0001-10,-22.884162,-43.3442989
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 20,23.964.908/0001-10,-22.6546807,-43.0381736
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 9,23.964.908/0001-10,-6.4148508,-35.2823416
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 8,23.964.908/0001-10,-6.438343499999999,-35.2211619
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 2,23.964.908/0001-10,-12.9777334,-38.501648
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 12,23.964.908/0001-10,-21.092795,-45.5628734
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 25,23.964.908/0001-10,-22.9507506,-43.3489617
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 5,23.964.908/0001-10,-13.432916,-49.1424015
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 36,23.964.908/0001-10,-23.7957929,-46.5120247
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 37,23.964.908/0001-10,-7.918524799999999,-34.8209607
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 16,23.964.908/0001-10,-5.2841542,-44.49160149999999
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 1,23.964.908/0001-10,-12.9777334,-38.501648
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 11,23.964.908/0001-10,-6.0914535,-35.208231
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 24,23.964.908/0001-10,-22.9510417,-43.3495283
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 30,23.964.908/0001-10,-22.9015678,-42.9854287
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 32,23.964.908/0001-10,-8.1252459,-34.9085546
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 28,23.964.908/0001-10,-15.7059896,-56.1318267
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 31,23.964.908/0001-10,-23.5296244,-46.2173771
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 35,23.964.908/0001-10,-19.933695,-43.9491001
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 22,23.964.908/0001-10,-25.5436454,-49.1909077
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 6,23.964.908/0001-10,-21.7566147,-41.3483498
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 15,23.964.908/0001-10,-23.8078669,-47.7232369
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 4,23.964.908/0001-10,-23.980926,-46.233527
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 34,23.964.908/0001-10,-19.9317017,-43.9526533
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 17,23.964.908/0001-10,-29.0293699,-51.1814301
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 3,23.964.908/0001-10,-20.5198559,-54.567882
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 18,23.964.908/0001-10,-19.871223,-44.049095
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Imóvel 13,23.964.908/0001-10,-6.0914535,-35.208231
XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO,Saneamento Tocantins,24.853.060/0001-15,-10.3490605,-48.3298427
CIX CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,Edifício Metro Office II,26.132.504/0001-59,-23.5693497,-46.6975128
FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I,Unidade 181,26.395.660/0001-02,-23.553974,-46.6389606
CLARITAS LOGÍSTICA I - FI IMOBILIÁRIO,CBP Ribeirão Preto,97.521.194/0001-02,-21.1988531,-47.756901
