CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
00.332.266/0001-31;2017-01-01;1;2017-01-31;28;;;;;;;;;;;;;;;;462280400.92;461180188.33;2584398;178.447819697276;0.000125;0;0.005176;-0.000208;0.005384;0
00.332.266/0001-31;2017-02-01;1;2017-02-28;28;;;;;;;;;;;;;;;;463190627.39;462312926.23;2584398;178.886118248815;0.000124;0;0.004841;0.002456;0.002385;0
00.332.266/0001-31;2017-03-01;1;2017-03-31;28;22;2;0;0;0;1;0;1;0;0;0;1;0;0;1;464579516.63;463723584.23;2584398;179.431954455157;0.000124;0;0.005214;0.003051;0.002163;0
00.332.266/0001-31;2017-04-01;1;2017-04-30;28;;;;;;;;;;;;;;;;463337940.92;462252795.57;2584398;178.86285145322;0.000124;0;0.002435;-0.003172;0.005607;0
00.332.266/0001-31;2017-05-01;1;2017-05-31;28;;;;;;;;;;;;;;;;463574789.93;462373510.78;2584398;178.909560671383;0.000124;0;0.006751;0.000261;0.00649;0
00.332.266/0001-31;2017-06-01;1;2017-06-30;33;27;2;0;0;0;1;0;1;0;0;0;1;0;0;1;464333938.11;462661960.96;2597475;178.11988987767;0.000124;0;0.011271;0.000624;0.010647;0
00.332.266/0001-31;2017-07-01;1;2017-07-31;50;;;;;;;;;;;;;;;;465876794.64;464753188.3;2616154;177.647488756396;0.000124;0;0.010954;0.00452;0.006434;0
00.332.266/0001-31;2017-08-01;1;2017-08-31;62;;;;;;;;;;;;;;;;466730925.07;465849828.2;2616154;178.066668934627;0.000124;0;0.008184;0.00236;0.005824;0
00.332.266/0001-31;2017-09-01;1;2017-09-30;61;55;2;0;0;0;1;0;1;0;0;0;1;0;0;1;469443222.89;468743029.76;2628607;178.3237394407;0.000123;0;0.009216;0.006211;0.003005;0
00.332.266/0001-31;2017-10-01;1;2017-10-30;61;;;;;;;;;;;;;;;;471559026.73;470977138.2;2637947;178.539272472116;0.000122;0;0.007549;0.004766;0.002783;0
00.332.266/0001-31;2017-11-01;2;2017-11-30;61;;;;;;;;;;;;;;;;472223800.93;471435113.23;2644175;178.291948615353;0.000122;0;0.0082;0.000972;0.007228;0
00.332.266/0001-31;2017-12-01;2;2017-12-31;69;63;2;0;0;0;1;0;1;0;0;0;1;0;0;1;484552585.76;483547882.03;2650403;182.443153750581;0.000119;0;0.034585;0.025693;0.008892;0
00.613.094/0001-74;2017-01-01;1;2017-01-31;159;141;6;2;1;3;0;0;6;0;0;0;0;0;0;0;188979990.44;184514016.02;758400;243.293797494726;0;2.76402850576544E-05;0.003913;0.003913;0;0
00.613.094/0001-74;2017-02-01;1;2017-02-24;159;141;6;2;1;3;0;0;6;0;0;0;0;0;0;0;188914133.91;184462034.57;758400;243.22525655327;0;0;-0.000282;-0.000282;0;0
00.613.094/0001-74;2017-03-01;1;2017-03-31;159;141;6;2;1;3;0;0;6;0;0;0;0;0;0;0;188794170.22;184356742.9;758400;243.086422600211;0;5.59904662971782E-05;-0.000571;-0.000571;0;0
00.613.094/0001-74;2017-04-01;1;2017-04-28;164;146;6;2;1;3;0;0;6;0;0;0;0;0;0;0;186954297.02;182527800.77;758400;240.674842787447;0;2.79455511899115E-05;-0.009921;-0.009921;0;0
00.613.094/0001-74;2017-05-01;1;2017-05-31;163;145;6;2;1;3;0;0;6;0;0;0;0;0;0;0;185298692.62;180837188.63;758400;238.445660113397;0;2.82113432455434E-05;-0.009262;-0.009262;0;0
00.613.094/0001-74;2017-06-01;1;2017-06-30;163;145;6;2;1;3;0;0;6;0;0;0;0;0;0;0;184216330.74;179001279.57;758400;236.024893947785;0;2.85006901193963E-05;-0.010152;-0.010152;0;0
00.613.094/0001-74;2017-07-01;1;2017-07-31;164;146;6;2;1;3;0;0;6;0;0;0;0;0;0;0;182895844.72;177692505.18;758400;234.29918931962;0;2.87013793566237E-05;-0.007312;-0.007312;0;0
00.613.094/0001-74;2017-08-01;1;2017-08-31;165;147;6;2;1;3;0;0;6;0;0;0;0;0;0;0;182643253.97;177403528.95;758400;233.918155261076;0;2.87481316193964E-05;-0.001626;-0.001626;0;0
00.613.094/0001-74;2017-09-01;1;2017-09-30;167;149;6;2;1;3;0;0;6;0;0;0;0;0;0;0;182962923.11;177766324.78;758400;234.396525290084;0;2.86894607643584E-05;0.002045;0.002045;0;0
00.613.094/0001-74;2017-10-01;1;2017-10-31;168;150;6;2;1;3;0;0;6;0;0;0;0;0;0;0;182975245.87;177779475.13;758400;234.413864886603;0;2.86873386045866E-05;7.4E-05;7.4E-05;0;0
00.613.094/0001-74;2017-11-01;1;2017-11-30;165;147;6;2;1;3;0;0;6;0;0;0;0;0;0;0;183452445.09;178471771.63;758400;235.326703098629;0;2.85760596951609E-05;0.003894;0.003894;0;0
00.613.094/0001-74;2017-12-01;1;2017-12-31;166;148;6;2;1;3;0;0;6;0;0;0;0;0;0;0;184573682.35;179711092.7;758400;236.960828982067;0;2.83789938805486E-05;0.006944;0.006944;0;0
00.762.723/0001-28;2017-01-01;1;2017-01-31;616;;;;;;;;;;;;;;;;123711784.19;122435773.85;36319906;3.37103774029591;0.00022;0;0.01084;0.000948;0.009892;0
00.762.723/0001-28;2017-02-01;1;2017-02-28;661;;;;;;;;;;;;;;;;123747875.14;122602203.74;36319906;3.37562007291539;0.00022;0;0.010507;0.001359;0.009148;0
00.762.723/0001-28;2017-03-01;2;2017-03-31;710;703;3;0;0;0;0;0;1;0;0;0;1;0;0;2;124011967.68;122686041.93;36319906;3.37792839909883;0.000219;0;0.011287;0.000684;0.010603;0
00.762.723/0001-28;2017-04-01;2;2017-04-30;746;;;;;;;;;;;;;;;;124020259.79;122805030.85;36319906;3.3812045342298;0.000218;0;0.01067;0.00097;0.0097;0
00.762.723/0001-28;2017-05-01;1;2017-05-31;661;;;;;;;;;;;;;;;;124251355.54;123010723.8;36319906;3.38686790103477;0.00022;0;0.011569;0.001675;0.009894;0
00.762.723/0001-28;2017-06-01;1;2017-06-30;821;815;3;0;0;0;0;0;1;0;0;0;0;0;0;2;124348885.31;123107538.91;36319906;3.38953352219579;0.000219;0;0.010604;0.000787;0.009817;0
00.762.723/0001-28;2017-07-01;1;2017-07-31;919;;;;;;;;;;;;;;;;124384382.48;123143055.11;36319906;3.39051139366936;0.000213;0;0.010157;0.000288;0.009869;0
00.762.723/0001-28;2017-08-01;1;2017-08-31;1015;;;;;;;;;;;;;;;;124576452.19;123310285.05;36319906;3.39511575415421;0.0002122;0;0.011428;0.001358;0.01007;0
00.762.723/0001-28;2017-09-01;1;2017-09-30;1118;1113;2;0;0;0;0;0;1;0;0;0;0;0;0;2;124666965.99;123389715.44;36319906;3.3973027198914;0.00022;0;0.010781;0.000644;0.010137;0
00.762.723/0001-28;2017-10-01;1;2017-10-31;1249;;;;;;;;;;;;;;;;124734607.26;123459112.24;36319906;3.39921342968233;0.00022;0;0.010692;0.000562;0.01013;0
00.762.723/0001-28;2017-11-01;1;2017-11-30;1374;;;;;;;;;;;;;;;;126233265.66;124956858.49;36319906;3.4404510432929;0.000221;0;0.022257;0.012132;0.010125;0
00.762.723/0001-28;2017-12-01;1;2017-12-31;1503;1498;2;0;0;0;0;0;1;0;0;0;0;0;0;2;125204784.39;123922563.27;36319906;3.41197367829091;0.000221;0;0.001726;-0.008277;0.010003;0
00.868.235/0001-08;2017-01-01;1;2017-01-31;7;;;;;;;;;;;;;;;;102419355.18;101936700.31;54316;1876.73430131085;0.00021;0;0.003531;0.000393;0.003138;0
00.868.235/0001-08;2017-02-01;1;2017-02-28;7;;;;;;;;;;;;;;;;101786555.3;101135001.08;54316;1861.974392076;0.000227;0;-0.00296;-0.007865;0.004905;0
00.868.235/0001-08;2017-03-01;1;2017-03-31;7;1;0;0;0;0;2;0;3;0;0;0;1;0;0;0;102003524.47;101264274.09;54316;1864.35440919803;0.000226;0;0.007112;0.001278;0.005834;0
00.868.235/0001-08;2017-04-01;1;2017-04-30;7;;;;;;;;;;;;;;;;101751386.05;101254157;54316;1864.1681456661;0.000226;0;0.003653;-0.0001;0.003753;0
00.868.235/0001-08;2017-05-01;1;2017-05-31;7;;;;;;;;;;;;;;;;101754842.37;101332749.96;54316;1865.61510346859;0.000226;0;0.003838;0.000776;0.003062;0
00.868.235/0001-08;2017-06-01;1;2017-06-30;7;1;0;0;0;0;2;0;3;0;0;0;1;0;0;0;101829541.83;101385047.78;54316;1866.57794719788;0.000321;0;0.003723;0.000516;0.003207;0
00.868.235/0001-08;2017-07-01;1;2017-07-31;7;;;;;;;;;;;;;;;;102102186.47;101430430.3;54316;1867.41347485087;0.000319;0;0.0112;0.005824;0.005376;0
00.868.235/0001-08;2017-08-01;1;2017-08-31;7;;;;;;;;;;;;;;;;102093027.28;101329821.2;54316;1865.56118270859;0.000321;0;0.005219;-0.000992;0.006211;0
00.868.235/0001-08;2017-09-01;1;2017-09-30;7;1;0;0;0;0;2;0;3;0;0;0;1;0;0;0;102089918.08;101220705.71;54316;1863.55228127992;0.000322;0;0.006325;-0.001077;0.007402;0
00.868.235/0001-08;2017-10-01;1;2017-10-31;7;;;;;;;;;;;;;;;;101969230.19;101199906.29;54316;1863.16934770602;0.000322;0;0.006019;-0.000205;0.006224;0
00.868.235/0001-08;2017-11-01;1;2017-11-30;7;;;;;;;;;;;;;;;;101230345.78;100493746.95;54316;1850.1684024965;0.000325;0;-0.001049;-0.006978;0.005929;0
00.868.235/0001-08;2017-12-01;1;2017-12-31;7;1;0;0;0;0;2;1;2;0;0;0;1;0;0;0;101257791.33;100360754.53;54316;1847.7199081302;0.000325;0;0.005975;-0.001323;0.007298;0
01.201.140/0001-90;2017-01-01;1;2017-01-31;620;;;;;;;;;;;;;;;;691987568.04;684555838.68;61019165;11.2187021680811;8.3E-05;0;0.007528;0.007528;0;0
01.201.140/0001-90;2017-02-01;1;2017-02-28;689;;;;;;;;;;;;;;;;690085625.72;680191657.85;61019165;11.1471806906896;8.3E-05;0;0.006275;-0.006375;0.01265;0
01.201.140/0001-90;2017-03-01;1;2017-03-31;735;726;4;0;0;0;3;0;1;0;0;0;0;0;0;1;689718668.67;680608974.94;61019165;11.1540198057446;8.3E-05;0;0.007342;0.000614;0.006728;0
01.201.140/0001-90;2017-04-01;1;2017-04-30;753;;;;;;;;;;;;;;;;690115392.85;680988528.8;61019165;11.1602400458938;8.3E-05;0;0.007282;0.000558;0.006724;0
01.201.140/0001-90;2017-05-01;1;2017-05-31;793;;;;;;;;;;;;;;;;690698040.96;681555062.28;61019165;11.1695245629795;8.3E-05;0;0.007552;0.000832;0.00672;0
01.201.140/0001-90;2017-06-01;1;2017-06-30;837;827;5;0;0;0;3;0;1;0;0;0;0;0;0;1;687345440.5;678351704.82;61019165;11.1170269999598;8.3E-05;0;0.007136;-0.0047;0.011836;0
01.201.140/0001-90;2017-07-01;1;2017-07-31;889;;;;;;;;;;;;;;;;687429016.27;682222583.97;61019165;11.1804641045154;8.3E-05;0;0.007487;0.005706;0.001781;0
01.201.140/0001-90;2017-08-01;1;2017-08-31;948;;;;;;;;;;;;;;;;687635988.4;682387331.54;61019165;11.183164036086;8.3E-05;0;0.007397;0.000241;0.007156;0
01.201.140/0001-90;2017-09-01;1;2017-09-30;1041;1032;4;0;0;0;3;0;1;0;0;0;0;0;0;1;687748090.52;683683808.01;61019165;11.2044110733079;8.3E-05;0;0.007462;0.0019;0.005562;0
01.201.140/0001-90;2017-10-01;1;2017-10-31;1797;;;;;;;;;;;;;;;;687810326.72;682654820.27;61019165;11.1875477199663;8.3E-05;0;0.007227;-0.001505;0.008732;0
01.201.140/0001-90;2017-11-01;1;2017-11-30;2248;;;;;;;;;;;;;;;;688218018.91;683066970.49;61019165;11.1943021588381;8.3E-05;0;0.007755;0.000604;0.007151;0
01.201.140/0001-90;2017-12-01;1;2017-12-31;2711;2694;4;0;0;0;4;0;0;0;0;0;3;5;0;1;791913325.02;783263400.05;61019165;12.8363506785122;8.4E-05;0;0.158935;0.146686;0.012249;0
01.235.622/0001-61;2017-01-01;2;2017-01-31;52;37;;;;;;;;;;;;1;14;;2083840037.92;2014969425.03;692257;2910.72452142774;0.0004;0;-0.0033;-0.0033;0;0
01.235.622/0001-61;2017-02-01;2;2017-02-24;52;37;;;;;;;;;;;;1;14;;2068666662.06;2016103407.43;692257;2912.36261595043;0.0004;0;0.0006;0.0006;0;0
01.235.622/0001-61;2017-03-01;2;2017-03-31;52;37;;;;;;;;;;;;1;14;;2051209941.26;1999994935.04;692257;2889.09311865391;0.0004;0;-0.008;-0.008;0;0
01.235.622/0001-61;2017-04-01;2;2017-04-28;52;37;;;;;;;;;;;;1;14;;2063211940.28;2017764495.77;692257;2914.76214147347;0.000413;0;0.0089;0.0089;0;0
01.235.622/0001-61;2017-05-01;2;2017-05-31;52;37;;;;;;;;;;;;1;14;;2058723676.67;2012443209.37;692257;2907.07527604632;0.000418;3E-06;0.0026;0.0026;0;0
01.235.622/0001-61;2017-06-01;2;2017-06-30;52;37;;;;;;;;;;;;1;14;;2057633732.01;2016105160.33;692257;2912.36514810251;0.000416;3E-06;0.0018;0.0018;0;0
01.235.622/0001-61;2017-07-01;2;2017-07-31;52;37;;;;;;;;;;;;1;14;;2065788644.03;2024449326.2;692257;2924.41871472589;0.000829;3E-06;0.0041;0.0041;0;0
01.235.622/0001-61;2017-08-01;2;2017-08-31;52;37;;;;;;;;;;;;1;14;;2087632280.88;2047442001.85;692257;2957.6327893398;0.000412;3E-06;0.0041;0.0041;0;0
01.235.622/0001-61;2017-09-01;2;2017-09-29;52;37;;;;;;;;;;;;1;14;;2089344940.99;2048882559.6;692257;2959.71374735106;0.000416;3E-06;0.0007;0.0007;0;0
01.235.622/0001-61;2017-10-01;2;2017-10-31;52;37;;;;;;;;;;;;1;14;;2097979740.27;2057707915.55;692257;2972.46241720922;0.000415;3E-06;0.0043;0.0043;0;0
01.235.622/0001-61;2017-11-01;2;2017-11-30;52;37;;;;;;;;;;;;1;14;;2032092459.59;1991522477.53;692257;2876.85422831405;0.000431;3E-06;-0.0322;-0.0322;0;0
01.235.622/0001-61;2017-12-01;2;2017-12-29;52;37;;;;;;;;;;;;1;14;;2122946003.37;2030318722.62;692257;2932.89735260171;0.00409;3E-06;-0.0195;-0.0195;0;0
01.356.517/0001-80;2017-01-01;1;2017-01-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258885609.69;134719341.3;56701;2375.96058799668;0.0004;0;0.0431;0.0431;;
01.356.517/0001-80;2017-02-01;1;2017-02-28;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260847138.88;138047663.31;56701;2434.66011728188;0.0004;0;0.0247;0.0247;;
01.356.517/0001-80;2017-03-01;1;2017-03-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240619177.42;145353119;56701;2563.50186063738;0.0004;0;0.0529;0.0529;;
01.356.517/0001-80;2017-04-01;1;2017-03-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245521613.65;151035260.42;56701;2663.71422761503;0.0004;0;0.039092;0.039092;;
01.356.517/0001-80;2017-05-01;1;2017-03-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229419234.22;156753502.16;56701;2764.56327331088;0.0004;0;0.03786;0.03786;;
01.356.517/0001-80;2017-06-01;1;2017-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232941647.64;130860887.06;56701;2307.91144882806;0.0004;0;0.036934;0.036934;;
01.356.517/0001-80;2017-07-01;1;2017-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226964771.69;136219878.74;56701;2402.42462637343;0.0004;0;0.040952;0.040952;;
01.356.517/0001-80;2017-08-01;1;2017-06-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226820718.46;141754798.54;56701;2500.04053790938;0.0004;0;0.040632;0.040632;;
01.356.517/0001-80;2017-09-01;1;2017-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231474204.47;147382849.33;56701;2599.2989423467;0.0004;0;0.039703;0.039703;;
01.356.517/0001-80;2017-10-01;1;2017-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236093246.08;152721168.14;56701;2693.44752544047;0.0004;0;0.036221;0.036221;;
01.356.517/0001-80;2017-11-01;1;2017-09-30;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238498777.16;158289399.99;56701;2791.65094072415;0.0004;0;0.03646;0.03646;;
01.356.517/0001-80;2017-12-01;1;2017-12-31;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243409287.58;132308675.51;56701;2333.44518632828;0.0004;0;0.032537;0.032537;;
01.497.954/0001-14;2017-01-01;1;2016-12-31;6;3;3;;;;;;;;;;;;;;118732674.91;117140649.8;8703994;13.4582640796857;0.000121;0;-0.049603;-0.06098;0.011377;0
01.497.954/0001-14;2017-02-01;1;2017-02-28;6;;;;;;;;;;;;;;;;118998056.19;117963921.59;8703994;13.5528495987015;0.000129;0;0.003616;0.003616;0;0
01.497.954/0001-14;2017-03-01;1;2017-03-31;6;3;3;;;;;;;;;;;;;;118998056.19;117963921.59;8703994;13.5528495987015;0.000129;0;0.003616;0.003616;0;0
01.497.954/0001-14;2017-04-01;2;2017-04-30;6;;;;;;;;;;;;;;;;119226833.36;118461021.06;8703994;13.6099612499733;0.000129;0;0.003225;0.001429;0.001796;0
01.497.954/0001-14;2017-05-01;1;2017-05-31;6;;;;;;;;;;;;;;;;119347101.43;118669107.04;8703994;13.6338682034937;0.000128;0;0.004131;0.001757;0.002374;0
01.497.954/0001-14;2017-06-01;1;2017-06-30;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;119390583.03;117352080.31;8703994;13.482555285539;0.00013;0;0.004966;-0.011098;0.016064;0
01.497.954/0001-14;2017-07-01;1;2017-07-31;6;;;;;;;;;;;;;;;;119130628.35;117691527.94;8703994;13.5215543507957;0.0001529;0;0.002893;0.002893;0;0
01.497.954/0001-14;2017-08-01;1;2017-08-31;6;;;;;;;;;;;;;;;;119326179.13;118080610.23;8703994;13.5662559314724;0.000152;0;0.003306;0.003306;0;0
01.497.954/0001-14;2017-09-01;2;2017-09-30;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;119460317.07;118394675.77;8703994;13.6023388538641;0.000152;0;0.004184;0.00266;0.001524;0
01.497.954/0001-14;2017-10-01;1;2017-10-31;6;;;;;;;;;;;;;;;;119711571.68;118850957.64;8703994;13.6547609798444;0.000151;0;0.003854;0.003854;0;0
01.497.954/0001-14;2017-11-01;1;2017-11-30;6;;;;;;;;;;;;;;;;119730955.16;119245313.86;8703994;13.7000684812053;0.000151;0;0.003318;0.003318;0;0
01.497.954/0001-14;2017-12-01;1;2017-12-31;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;134965787.62;132465007.74;8703994;15.2188762699055;0.000136;0;0.128738;0.110861;0.017877;0
01.601.918/0001-59;2017-01-01;1;2017-01-31;8;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6;63956441.24;63903087.82;500000;127.80617564;0.000463;1E-05;0.007752;0.007752;0;0
01.601.918/0001-59;2017-02-01;1;2017-02-28;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64442064.59;64388530.5;500000;128.777061;0.0004603;1.3E-05;0.007597;0.007597;0;0
01.601.918/0001-59;2017-03-01;1;2017-03-31;8;0;0;1;0;0;0;1;0;0;0;0;0;0;0;6;64877273.01;64834338.92;500000;129.66867784;0.000457;1.2E-05;0.006924;0.006924;0;0
01.601.918/0001-59;2017-04-01;1;2017-04-30;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65297605.21;65265271.12;500000;130.53054224;0.000454;1.2E-05;0.006647;0.006647;0;0
01.601.918/0001-59;2017-05-01;1;2017-05-31;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65725774.06;65693440.06;500000;131.38688012;0.000451;1.2E-05;0.00656;0.00656;0;0
01.601.918/0001-59;2017-06-01;1;2017-06-30;8;0;0;1;0;0;0;1;0;0;0;0;0;0;0;6;66078450.87;63450759.41;500000;126.90151882;0.000467;1.2E-05;0.005439;-0.034139;0.039578;0
01.601.918/0001-59;2017-07-01;1;2017-07-31;8;;;;;;;;;;;;;;;;66481766.35;63880199.62;500000;127.76039924;0.000464;7.1E-05;0.006768;0.006768;0;0
01.601.918/0001-59;2017-08-01;1;2017-08-31;8;;;;;;;;;;;;;;;;66912814.73;64311248;500000;128.622496;0.000461;2.4E-05;0.006748;0.006748;0;0
01.601.918/0001-59;2017-09-01;3;2017-09-29;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;67333120.59;64731553.86;500000;129.46310772;0.000457;1.1E-05;0.006535;0.006535;0;0
01.601.918/0001-59;2017-10-01;1;2017-10-31;8;;;;;;;;;;;;;;;;67739640.37;65138073.64;500000;130.27614728;0.000455;1.1E-05;0.00628;0.00628;0;0
01.601.918/0001-59;2017-11-01;1;2017-11-30;8;;;;;;;;;;;;;;;;62721484.31;62579184.78;500000;125.15836956;0.000474;1.2E-05;-0.039284;-0.039284;0;0
01.601.918/0001-59;2017-12-01;1;2017-12-31;8;0;1;1;0;0;0;0;1;0;0;0;0;0;0;5;62946208.67;60527664.77;500000;121.05532954;0.000485;1.3E-05;0.005409;-0.032783;0.038192;0
01.633.741/0001-72;2017-01-01;1;2017-01-31;245;;;;;;;;;;;;;;;;67884819.85;67601150.8;508008;133.071035889199;0.000272;2.9E-05;0.002489;0.000609;0.00188;
01.633.741/0001-72;2017-02-01;1;2017-02-28;274;;;;;;;;;;;;;;;;67850638.41;67592774.02;508008;133.054546424466;0.000269;2.9E-05;0.001454;-0.000124;0.001578;
01.633.741/0001-72;2017-03-01;1;2017-03-31;295;282;3;;;;1;;7;;;;2;;;;67922575.59;67647041.34;508008;133.161370175273;0.000287;3.4E-05;0.002607;0.000803;0.001804;
01.633.741/0001-72;2017-04-01;1;2017-04-28;297;;;;;;;;;;;;;;;;67948614.51;67637963.59;508008;133.143500870065;0.000299;2.9E-05;0.001819;-0.000134;0.001953;
01.633.741/0001-72;2017-05-01;1;2017-05-31;297;;;;;;;;;;;;;;;;67909825.64;67601149.95;508008;133.071034215997;0.000256;2.9E-05;0.001258;-0.000545;0.001803;
01.633.741/0001-72;2017-06-01;1;2017-06-30;294;281;3;;;;1;;7;;;;2;;;;67879392.68;67539353.67;508008;132.949389911182;0.000242;2.9E-05;0.001264;-0.000915;0.002179;
01.633.741/0001-72;2017-07-01;1;2017-07-31;291;;;;;;;;;;;;;;;;67831177.14;67525064.13;508008;132.921261338404;0.000257;2.9E-05;0.001594;-0.000211;0.001805;
01.633.741/0001-72;2017-08-01;1;2017-08-31;282;;;;;;;;;;;;;;;;67889563.69;67513023.53;508008;132.897559743154;0.00026;2.9E-05;0.001628;-0.000178;0.001806;
01.633.741/0001-72;2017-09-01;1;2017-09-30;274;262;2;;;;1;;6;;;;2;1;;;67882462.26;67504336.43;508008;132.880459421899;0.000263;2.9E-05;0.001677;-0.000129;0.001806;
01.633.741/0001-72;2017-10-01;1;2017-10-31;274;;;;;;;;;;;;;;;;67871714.03;67443263.57;508008;132.760239149777;0.000264;2.9E-05;0.001202;-0.000905;0.002107;
01.633.741/0001-72;2017-11-01;1;2017-11-30;278;;;;;;;;;;;;;;;;67849614.31;67459433.99;508008;132.792070183934;0.000274;2.9E-05;0.001746;0.00024;0.001506;
01.633.741/0001-72;2017-12-01;1;2017-12-29;274;262;2;;;;1;;6;;;;2;1;;;67346539.26;66856019.68;508008;131.604265444639;0.00028;2.9E-05;-0.005481;-0.008945;0.003464;
01.636.325/0001-28;2017-01-01;1;2017-01-31;4;;;;;;;;;;;;;;;;225144590.53;221408147.84;233608;947.776393959111;0.000262;1E-05;0;-0.005988;0.005988;0
01.636.325/0001-28;2017-02-01;1;2017-02-28;4;;;;;;;;;;;;;;;;223050195.93;219141182.09;233608;938.0722496233;0.00023;0;0.00068;-0.010239;0.010919;0
01.636.325/0001-28;2017-03-01;1;2017-03-31;4;;4;;;;;;;;;;;;;;223536721.99;220153645.74;233608;942.406277781583;0.000418;0;0.00462;0.00462;0;0
01.636.325/0001-28;2017-04-01;1;2017-04-30;4;;;;;;;;;;;;;;;;223781651.34;220178437.31;233608;942.512402443409;0.000182;0;0.005959;0.000113;0.005846;0
01.636.325/0001-28;2017-05-01;1;2017-05-31;4;;;;;;;;;;;;;;;;224774439.02;221275451.49;233608;947.2083639687;0.0002344;0;0.010801;0.004982;0.005819;0
01.636.325/0001-28;2017-06-01;1;2017-06-30;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;224412337.97;220823185.26;233608;945.272359080168;0.000223;0;0.008571;-0.002044;0.010615;0
01.636.325/0001-28;2017-07-01;1;2017-07-31;4;;;;;;;;;;;;;;;;223922531.85;220473234.23;233608;943.77433234307;0.000318;0;0.005139;-0.001585;0.006724;0
01.636.325/0001-28;2017-08-01;1;2017-08-31;4;;;;;;;;;;;;;;;;223977282.48;220716383.16;233608;944.815173966645;0.000254;0;0.008148;0.001103;0.007045;0
01.636.325/0001-28;2017-09-01;1;2017-09-30;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;223923577.79;220666928.76;233608;944.603475737132;0.000271;0;0.006828;-0.000224;0.007052;0
01.636.325/0001-28;2017-10-01;1;2017-10-31;4;;;;;;;;;;;;;;;;223882299.04;220775808.09;233608;945.069552797849;0.000279;0;0.006459;0.000493;0.005966;0
01.636.325/0001-28;2017-11-01;1;2017-11-30;4;;;;;;;;;;;;;;;;224094214.63;220949175.11;233608;945.81168072155;0.000227;0;0.007983;0.000785;0.007198;0
01.636.325/0001-28;2017-12-01;1;2017-12-31;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;224888260.16;221718847.7;233608;949.106399181535;0.000275;0;0.011155;0.003483;0.007672;0
01.657.856/0001-05;2017-01-01;1;2017-01-31;88;;;;;;;;;;;;;;;;47275551.07;46482365.46;4200000;11.0672298714286;0.000627;4.6E-05;0.007618;-0.006027;0.013645;0
01.657.856/0001-05;2017-02-01;1;2017-02-28;94;;;;;;;;;;;;;;;;47031911.28;46479819.88;4200000;11.0666237809524;0.00036;0;0.007821;-5.5E-05;0.007876;0
01.657.856/0001-05;2017-03-01;1;2017-03-31;113;110;3;;;;;;;;;;;;;;47017709.02;46484161.07;4200000;11.067657397619;0.000359;0;0.008077;9.3E-05;0.007984;0
01.657.856/0001-05;2017-04-01;1;2017-04-30;115;;;;;;;;;;;;;;;;47004219.05;46554115.43;4200000;11.084313197619;0.0003;0;0.0080116;0.0015056;0.006506;0
