CNPJ_Fundo,Data_Referencia_trim,Versao_trim,Tipo,Emissor,CNPJ_Emissor,Emissao,Serie,Codigo_Acao,Nome_Ativo,Data_Vencimento,Quantidade,Valor,Data_Referencia_mensal,Versao_mensal,Data_Informacao_Numero_Cotistas,Total_Numero_Cotistas,Numero_Cotistas_Pessoa_Fisica,Numero_Cotistas_Pessoa_Juridica_Nao_Financeira,Numero_Cotistas_Banco_Comercial,Numero_Cotistas_Corretora_Distribuidora,Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira,Numero_Cotistas_Investidores_Nao_Residentes,Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar,Numero_Cotistas_Entidade_Fechada_Previdência_Complementar,Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos,Numero_Cotistas_Sociedade_Seguradora_Resseguradora,Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil,Numero_Cotistas_FII,Numero_Cotistas_Outros_Fundos,Numero_Cotistas_Distribuidores_Fundo,Numero_Cotistas_Outros_Tipos,Valor_Ativo,Patrimonio_Liquido,Cotas_Emitidas,Valor_Patrimonial_Cotas,Percentual_Despesas_Taxa_Administracao,Percentual_Despesas_Agente_Custodiante,Percentual_Rentabilidade_Efetiva_Mes,Percentual_Rentabilidade_Patrimonial_Mes,Percentual_Dividend_Yield_Mes,Percentual_Amortizacao_Cotas_Mes,P/VPA
01235622000161,2017-12,2,FII,Dovel FII,10522648000181,,,,,,44250.0,55458694.48,2017-12,2,2017-12-29,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2122946003.37,2030318722.62,692257.0,2932.89735260171,0.00409,3e-06,-0.0195,-0.0195,0.0,0.0,0.9999999999999991
01235622000161,2017-12,2,FII,Dovel FII,10522648000181,,,,,,44250.0,55458694.48,2017-11,2,2017-11-30,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2032092459.59,1991522477.53,692257.0,2876.85422831405,0.000431,3e-06,-0.0322,-0.0322,0.0,0.0,1.0000000000000004
01235622000161,2017-12,2,FII,Dovel FII,10522648000181,,,,,,44250.0,55458694.48,2017-10,2,2017-10-31,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2097979740.27,2057707915.55,692257.0,2972.46241720922,0.000415,3e-06,0.0043,0.0043,0.0,0.0,0.9999999999999984
01235622000161,2017-12,2,FII,BB Progressivo II FII,14410722000129,,,,,,187305.0,26956935.6,2017-12,2,2017-12-29,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2122946003.37,2030318722.62,692257.0,2932.89735260171,0.00409,3e-06,-0.0195,-0.0195,0.0,0.0,0.9999999999999991
01235622000161,2017-12,2,FII,BB Progressivo II FII,14410722000129,,,,,,187305.0,26956935.6,2017-11,2,2017-11-30,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2032092459.59,1991522477.53,692257.0,2876.85422831405,0.000431,3e-06,-0.0322,-0.0322,0.0,0.0,1.0000000000000004
01235622000161,2017-12,2,FII,BB Progressivo II FII,14410722000129,,,,,,187305.0,26956935.6,2017-10,2,2017-10-31,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2097979740.27,2057707915.55,692257.0,2972.46241720922,0.000415,3e-06,0.0043,0.0043,0.0,0.0,0.9999999999999984
01235622000161,2017-12,2,FII,GENERAL SEVERIANO FII,17007528000195,,,,,,815.2656,1249982.33,2017-12,2,2017-12-29,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2122946003.37,2030318722.62,692257.0,2932.89735260171,0.00409,3e-06,-0.0195,-0.0195,0.0,0.0,0.9999999999999991
01235622000161,2017-12,2,FII,GENERAL SEVERIANO FII,17007528000195,,,,,,815.2656,1249982.33,2017-11,2,2017-11-30,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2032092459.59,1991522477.53,692257.0,2876.85422831405,0.000431,3e-06,-0.0322,-0.0322,0.0,0.0,1.0000000000000004
01235622000161,2017-12,2,FII,GENERAL SEVERIANO FII,17007528000195,,,,,,815.2656,1249982.33,2017-10,2,2017-10-31,52.0,37.0,,,,,,,,,,,,1.0,14.0,,2097979740.27,2057707915.55,692257.0,2972.46241720922,0.000415,3e-06,0.0043,0.0043,0.0,0.0,0.9999999999999984
07583627000161,2017-12,1,FII,Não Aplicavel,0,,,,,,0.0,0.0,2017-12,2,2017-12-31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995593724.29,1723611901.58,224952.0,7662.1319285003,0.000107,0.0,-0.088372,-0.088372,0.0,0.0,1.0000000000000002
07583627000161,2017-12,1,FII,Não Aplicavel,0,,,,,,0.0,0.0,2017-11,1,2017-11-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160057735.18,1890696315.95,224952.0,8404.88778028202,9.7e-05,0.0,0.002004,0.002004,0.0,0.0,0.9999999999999994
07583627000161,2017-12,1,FII,Não Aplicavel,0,,,,,,0.0,0.0,2017-10,1,2017-10-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3155137776.96,1886915746.8,224952.0,8388.08166542196,9.8e-05,0.0,0.002251,0.002251,0.0,0.0,0.9999999999999997
08431747000106,2017-12,1,FII,FII SHOPPING WEST PLAZA,09326861000139,,,,,,10594.0,794550.0,2017-12,1,2017-12-29,6227.0,6194.0,14.0,,,,5.0,,,1.0,,,5.0,8.0,,,1278868246.46,1230709170.38,537492.0,2289.72555941298,0.000467,2.4e-05,0.0675,0.062165,0.005335,0.0,0.9999999999999989
08431747000106,2017-12,1,FII,FII SHOPPING WEST PLAZA,09326861000139,,,,,,10594.0,794550.0,2017-11,1,2017-11-30,6183.0,,,,,,,,,,,,,,,,1206694190.63,1158680290.0,537492.0,2155.71634554561,0.000702,2.5e-05,0.005722,0.00094,0.004782,0.0,0.9999999999999992
08431747000106,2017-12,1,FII,FII SHOPPING WEST PLAZA,09326861000139,,,,,,10594.0,794550.0,2017-10,1,2017-10-31,6111.0,,,,,,,,,,,,,,,,1206385467.48,1157592104.38,537492.0,2153.69178402655,0.001382,2.6e-05,0.003773,-0.000866,0.004639,0.0,1.0000000000000013
08431747000106,2017-12,1,FII,FII SHOPPING PAR D.P,7224019000160,,,,,,201839.0,195873726.02,2017-12,1,2017-12-29,6227.0,6194.0,14.0,,,,5.0,,,1.0,,,5.0,8.0,,,1278868246.46,1230709170.38,537492.0,2289.72555941298,0.000467,2.4e-05,0.0675,0.062165,0.005335,0.0,0.9999999999999989
08431747000106,2017-12,1,FII,FII SHOPPING PAR D.P,7224019000160,,,,,,201839.0,195873726.02,2017-11,1,2017-11-30,6183.0,,,,,,,,,,,,,,,,1206694190.63,1158680290.0,537492.0,2155.71634554561,0.000702,2.5e-05,0.005722,0.00094,0.004782,0.0,0.9999999999999992
08431747000106,2017-12,1,FII,FII SHOPPING PAR D.P,7224019000160,,,,,,201839.0,195873726.02,2017-10,1,2017-10-31,6111.0,,,,,,,,,,,,,,,,1206385467.48,1157592104.38,537492.0,2153.69178402655,0.001382,2.6e-05,0.003773,-0.000866,0.004639,0.0,1.0000000000000013
08431747000106,2017-12,1,FII,FII VIA PARQUE SHOPPING,00332266000131,,,,,,437541.0,78194213.48,2017-12,1,2017-12-29,6227.0,6194.0,14.0,,,,5.0,,,1.0,,,5.0,8.0,,,1278868246.46,1230709170.38,537492.0,2289.72555941298,0.000467,2.4e-05,0.0675,0.062165,0.005335,0.0,0.9999999999999989
08431747000106,2017-12,1,FII,FII VIA PARQUE SHOPPING,00332266000131,,,,,,437541.0,78194213.48,2017-11,1,2017-11-30,6183.0,,,,,,,,,,,,,,,,1206694190.63,1158680290.0,537492.0,2155.71634554561,0.000702,2.5e-05,0.005722,0.00094,0.004782,0.0,0.9999999999999992
08431747000106,2017-12,1,FII,FII VIA PARQUE SHOPPING,00332266000131,,,,,,437541.0,78194213.48,2017-10,1,2017-10-31,6111.0,,,,,,,,,,,,,,,,1206385467.48,1157592104.38,537492.0,2153.69178402655,0.001382,2.6e-05,0.003773,-0.000866,0.004639,0.0,1.0000000000000013
08431747000106,2017-12,1,FII,FII VIA PARQUE SHOPPING,00332266000131,,,,,,44682.0,7985249.03,2017-12,1,2017-12-29,6227.0,6194.0,14.0,,,,5.0,,,1.0,,,5.0,8.0,,,1278868246.46,1230709170.38,537492.0,2289.72555941298,0.000467,2.4e-05,0.0675,0.062165,0.005335,0.0,0.9999999999999989
08431747000106,2017-12,1,FII,FII VIA PARQUE SHOPPING,00332266000131,,,,,,44682.0,7985249.03,2017-11,1,2017-11-30,6183.0,,,,,,,,,,,,,,,,1206694190.63,1158680290.0,537492.0,2155.71634554561,0.000702,2.5e-05,0.005722,0.00094,0.004782,0.0,0.9999999999999992
08431747000106,2017-12,1,FII,FII VIA PARQUE SHOPPING,00332266000131,,,,,,44682.0,7985249.03,2017-10,1,2017-10-31,6111.0,,,,,,,,,,,,,,,,1206385467.48,1157592104.38,537492.0,2153.69178402655,0.001382,2.6e-05,0.003773,-0.000866,0.004639,0.0,1.0000000000000013
08431747000106,2017-12,1,FII,FII PARQUE DOM PEDRO SHOPPING CENTER,10869155000112,,,,,,10.0,31400.5,2017-12,1,2017-12-29,6227.0,6194.0,14.0,,,,5.0,,,1.0,,,5.0,8.0,,,1278868246.46,1230709170.38,537492.0,2289.72555941298,0.000467,2.4e-05,0.0675,0.062165,0.005335,0.0,0.9999999999999989
08431747000106,2017-12,1,FII,FII PARQUE DOM PEDRO SHOPPING CENTER,10869155000112,,,,,,10.0,31400.5,2017-11,1,2017-11-30,6183.0,,,,,,,,,,,,,,,,1206694190.63,1158680290.0,537492.0,2155.71634554561,0.000702,2.5e-05,0.005722,0.00094,0.004782,0.0,0.9999999999999992
08431747000106,2017-12,1,FII,FII PARQUE DOM PEDRO SHOPPING CENTER,10869155000112,,,,,,10.0,31400.5,2017-10,1,2017-10-31,6111.0,,,,,,,,,,,,,,,,1206385467.48,1157592104.38,537492.0,2153.69178402655,0.001382,2.6e-05,0.003773,-0.000866,0.004639,0.0,1.0000000000000013
08431747000106,2017-12,1,FII,FII SHOPPING JARDIM SUL,14879856000193,,,,,,277238.0,22472912.28,2017-12,1,2017-12-29,6227.0,6194.0,14.0,,,,5.0,,,1.0,,,5.0,8.0,,,1278868246.46,1230709170.38,537492.0,2289.72555941298,0.000467,2.4e-05,0.0675,0.062165,0.005335,0.0,0.9999999999999989
08431747000106,2017-12,1,FII,FII SHOPPING JARDIM SUL,14879856000193,,,,,,277238.0,22472912.28,2017-11,1,2017-11-30,6183.0,,,,,,,,,,,,,,,,1206694190.63,1158680290.0,537492.0,2155.71634554561,0.000702,2.5e-05,0.005722,0.00094,0.004782,0.0,0.9999999999999992
08431747000106,2017-12,1,FII,FII SHOPPING JARDIM SUL,14879856000193,,,,,,277238.0,22472912.28,2017-10,1,2017-10-31,6111.0,,,,,,,,,,,,,,,,1206385467.48,1157592104.38,537492.0,2153.69178402655,0.001382,2.6e-05,0.003773,-0.000866,0.004639,0.0,1.0000000000000013
08924783000101,2017-12,2,FII,FII PROJETO AGUA BRANCA,3251720000118,,,,,,126198.0,43222815.0,2017-12,1,2017-12-31,29091.0,28959.0,81.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,6.0,19.0,0.0,2.0,2646299514.8,2392427274.42,19224537.0,124.446548409462,0.000123,0.0,0.004356,-0.000812,0.005168,0.0,1.0000000000000029
08924783000101,2017-12,2,FII,FII PROJETO AGUA BRANCA,3251720000118,,,,,,126198.0,43222815.0,2017-11,1,2017-11-30,28303.0,28163.0,86.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,7.0,17.0,0.0,2.0,2647378848.39,2394372295.75,19224537.0,124.547722306654,0.000128,0.0,0.157231,0.154339,0.002892,0.0,1.000000000000002
08924783000101,2017-12,2,FII,FII PROJETO AGUA BRANCA,3251720000118,,,,,,126198.0,43222815.0,2017-10,1,2017-10-31,27853.0,27714.0,84.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0,6.0,17.0,0.0,2.0,2331725567.19,2074235795.77,19224537.0,107.895227633831,0.000145,0.0,0.002966,-0.002767,0.005733,0.0,0.9999999999999969
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PRIME PORTFÓLIO,10427246000106,,,,,,5868113.0,1050297575.09,2017-12,1,2017-12-31,29091.0,28959.0,81.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,6.0,19.0,0.0,2.0,2646299514.8,2392427274.42,19224537.0,124.446548409462,0.000123,0.0,0.004356,-0.000812,0.005168,0.0,1.0000000000000029
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PRIME PORTFÓLIO,10427246000106,,,,,,5868113.0,1050297575.09,2017-11,1,2017-11-30,28303.0,28163.0,86.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,7.0,17.0,0.0,2.0,2647378848.39,2394372295.75,19224537.0,124.547722306654,0.000128,0.0,0.157231,0.154339,0.002892,0.0,1.000000000000002
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PRIME PORTFÓLIO,10427246000106,,,,,,5868113.0,1050297575.09,2017-10,1,2017-10-31,27853.0,27714.0,84.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0,6.0,17.0,0.0,2.0,2331725567.19,2074235795.77,19224537.0,107.895227633831,0.000145,0.0,0.002966,-0.002767,0.005733,0.0,0.9999999999999969
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII EDIFÍCIO GALERIA,15333306000137,,,,,,407028.0,17827826.4,2017-12,1,2017-12-31,29091.0,28959.0,81.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,6.0,19.0,0.0,2.0,2646299514.8,2392427274.42,19224537.0,124.446548409462,0.000123,0.0,0.004356,-0.000812,0.005168,0.0,1.0000000000000029
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII EDIFÍCIO GALERIA,15333306000137,,,,,,407028.0,17827826.4,2017-11,1,2017-11-30,28303.0,28163.0,86.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,7.0,17.0,0.0,2.0,2647378848.39,2394372295.75,19224537.0,124.547722306654,0.000128,0.0,0.157231,0.154339,0.002892,0.0,1.000000000000002
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII EDIFÍCIO GALERIA,15333306000137,,,,,,407028.0,17827826.4,2017-10,1,2017-10-31,27853.0,27714.0,84.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0,6.0,17.0,0.0,2.0,2331725567.19,2074235795.77,19224537.0,107.895227633831,0.000145,0.0,0.002966,-0.002767,0.005733,0.0,0.9999999999999969
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE,17365105000147,,,,,,118205.0,9076961.95,2017-12,1,2017-12-31,29091.0,28959.0,81.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,6.0,19.0,0.0,2.0,2646299514.8,2392427274.42,19224537.0,124.446548409462,0.000123,0.0,0.004356,-0.000812,0.005168,0.0,1.0000000000000029
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE,17365105000147,,,,,,118205.0,9076961.95,2017-11,1,2017-11-30,28303.0,28163.0,86.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,7.0,17.0,0.0,2.0,2647378848.39,2394372295.75,19224537.0,124.547722306654,0.000128,0.0,0.157231,0.154339,0.002892,0.0,1.000000000000002
08924783000101,2017-12,2,FII,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE,17365105000147,,,,,,118205.0,9076961.95,2017-10,1,2017-10-31,27853.0,27714.0,84.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0,6.0,17.0,0.0,2.0,2331725567.19,2074235795.77,19224537.0,107.895227633831,0.000145,0.0,0.002966,-0.002767,0.005733,0.0,0.9999999999999969
09072017000129,2017-12,2,FII,BB PROGRESSIVO II - FII,14410722000129,,,,,,67609.0,9735696.0,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,BB PROGRESSIVO II - FII,14410722000129,,,,,,67609.0,9735696.0,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,BB PROGRESSIVO II - FII,14410722000129,,,,,,67609.0,9735696.0,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
09072017000129,2017-12,2,FII,FII CEO CYRELA COMMERCIAL PROPERTIES,15799397000109,,,,,,259404.0,23216658.0,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,FII CEO CYRELA COMMERCIAL PROPERTIES,15799397000109,,,,,,259404.0,23216658.0,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,FII CEO CYRELA COMMERCIAL PROPERTIES,15799397000109,,,,,,259404.0,23216658.0,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
09072017000129,2017-12,2,FII,CASTELLO BRANCO OFFICE PARK FII,17144039000185,,,,,,71033.0,52919585.0,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,CASTELLO BRANCO OFFICE PARK FII,17144039000185,,,,,,71033.0,52919585.0,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,CASTELLO BRANCO OFFICE PARK FII,17144039000185,,,,,,71033.0,52919585.0,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
09072017000129,2017-12,2,FII,FUNDO INVEST. IMOB. GRAND PLAZA SHOPPING,01201140000190,,,,,,1306799.0,21026395.91,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,FUNDO INVEST. IMOB. GRAND PLAZA SHOPPING,01201140000190,,,,,,1306799.0,21026395.91,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,FUNDO INVEST. IMOB. GRAND PLAZA SHOPPING,01201140000190,,,,,,1306799.0,21026395.91,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
09072017000129,2017-12,2,FII,FUNDO INVEST IMOBILIARIO VBI FL 4440 FII,13022993000144,,,,,,7480.0,777097.2,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,FUNDO INVEST IMOBILIARIO VBI FL 4440 FII,13022993000144,,,,,,7480.0,777097.2,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,FUNDO INVEST IMOBILIARIO VBI FL 4440 FII,13022993000144,,,,,,7480.0,777097.2,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
09072017000129,2017-12,2,FII,FII BB VOTORANTIM JHSF CID JD CONT TOWER,10347985000180,,,,,,114062.0,6855126.2,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,FII BB VOTORANTIM JHSF CID JD CONT TOWER,10347985000180,,,,,,114062.0,6855126.2,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,FII BB VOTORANTIM JHSF CID JD CONT TOWER,10347985000180,,,,,,114062.0,6855126.2,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
09072017000129,2017-12,2,FII,KINEA RENDIMENTOS IMOBILIARIOS FII,16706958000132,,,,,,110560.0,11383257.6,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,KINEA RENDIMENTOS IMOBILIARIOS FII,16706958000132,,,,,,110560.0,11383257.6,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,KINEA RENDIMENTOS IMOBILIARIOS FII,16706958000132,,,,,,110560.0,11383257.6,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
09072017000129,2017-12,2,FII,FUNDO INVEST IMOBILIARIO FII TB OFFICE,17365105000147,,,,,,4768.0,366134.72,2017-12,1,2017-12-29,11698.0,11655.0,25.0,,,,5.0,,,,,,7.0,6.0,,,1116490341.33,1102560387.67,738310.0,1493.35697426555,0.000778,2.5e-05,0.014326,0.007981,0.006345,0.0,1.0000000000000018
09072017000129,2017-12,2,FII,FUNDO INVEST IMOBILIARIO FII TB OFFICE,17365105000147,,,,,,4768.0,366134.72,2017-11,1,2017-11-30,11262.0,,,,,,,,,,,,,,,,1107781661.61,1093830485.85,738310.0,1481.53280579973,0.000798,2.5e-05,0.002673,-0.003649,0.006322,0.0,1.000000000000001
09072017000129,2017-12,2,FII,FUNDO INVEST IMOBILIARIO FII TB OFFICE,17365105000147,,,,,,4768.0,366134.72,2017-10,1,2017-10-31,10861.0,,,,,,,,,,,,,,,,1112543018.54,1097836037.34,738310.0,1486.95810342539,0.000835,2.6e-05,0.007825,0.001494,0.006331,0.0,1.0000000000000002
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim Quatro Barras,23740575000146,,,,,,4878.0,4882751.93,2017-12,1,2017-12-29,250.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,196851681.85,194129369.13,193519.2724,1003.15264067725,0.00063,5.2e-05,0.002018,0.002018,0.0,0.0,0.9999999999999997
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim Quatro Barras,23740575000146,,,,,,4878.0,4882751.93,2017-11,1,2017-11-30,221.0,,,,,,,,,,,,,,,,194031343.6,193738401.46,193519.2724,1001.13233714287,0.000575,5.2e-05,0.005592,-0.045014,0.050606,0.0,1.0000000000000018
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim Quatro Barras,23740575000146,,,,,,4878.0,4882751.93,2017-10,1,2017-10-31,276.0,,,,,,,,,,,,,,,,213388999.98,202870370.97,193519.2724,1048.32127805168,0.000584,4.9e-05,0.006459,0.006459,0.0,0.0,1.0000000000000038
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim Logística,27368600000163,,,,,,50000.0,5037294.3,2017-12,1,2017-12-29,250.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,196851681.85,194129369.13,193519.2724,1003.15264067725,0.00063,5.2e-05,0.002018,0.002018,0.0,0.0,0.9999999999999997
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim Logística,27368600000163,,,,,,50000.0,5037294.3,2017-11,1,2017-11-30,221.0,,,,,,,,,,,,,,,,194031343.6,193738401.46,193519.2724,1001.13233714287,0.000575,5.2e-05,0.005592,-0.045014,0.050606,0.0,1.0000000000000018
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim Logística,27368600000163,,,,,,50000.0,5037294.3,2017-10,1,2017-10-31,276.0,,,,,,,,,,,,,,,,213388999.98,202870370.97,193519.2724,1048.32127805168,0.000584,4.9e-05,0.006459,0.006459,0.0,0.0,1.0000000000000038
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim BII BTS,23120006000106,,,,,,115000.0,11521681.47,2017-12,1,2017-12-29,250.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,196851681.85,194129369.13,193519.2724,1003.15264067725,0.00063,5.2e-05,0.002018,0.002018,0.0,0.0,0.9999999999999997
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim BII BTS,23120006000106,,,,,,115000.0,11521681.47,2017-11,1,2017-11-30,221.0,,,,,,,,,,,,,,,,194031343.6,193738401.46,193519.2724,1001.13233714287,0.000575,5.2e-05,0.005592,-0.045014,0.050606,0.0,1.0000000000000018
10347505000180,2017-12,1,FII,Fundo de Investimento Imobiliario Votorantim BII BTS,23120006000106,,,,,,115000.0,11521681.47,2017-10,1,2017-10-31,276.0,,,,,,,,,,,,,,,,213388999.98,202870370.97,193519.2724,1048.32127805168,0.000584,4.9e-05,0.006459,0.006459,0.0,0.0,1.0000000000000038
