nome_fundo,nome_imovel,cnpj_fundo,quantidade_cotas_emitidas,nome_administradores,segmento_atuacao,latitude,longitude
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Allegro,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-20.2743371,-40.2832916
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Fusion,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-15.8057626,-48.0842616
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Cesbom,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-19.7397781,-45.2536209
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Seasons,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9620681,-43.3969399
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Carioca,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9066492,-43.1804136
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Miguel Couto,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9013519,-43.1801855
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Uruguaiana, 78",01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9048588,-43.1794818
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Riserva,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-20.2959489,-40.2962979
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Presidente Antonio Carlos,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9105663,-43.172052
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Goldan Corporate,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9023331,-43.1781497
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Barão de Mesquita,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9203146,-43.2320445
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Cardeal Leme,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9002055,-43.1797109
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Innovitá,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.915062,-43.2136941
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Conde de Bonfim, 149",01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9252504,-43.22630210000001
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Citta Office,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-23.000541,-43.3824749
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Largo de Santa Rita,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9003184,-43.1811537
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Le Quartier,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-15.8057626,-48.0842616
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Toscanini,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-19.9405925,-43.9398436
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Sete de Setembro,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9059806,-43.1796908
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Estoque Diversos,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-20.1887373,-40.2639763
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Highline Square,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-20.311646,-40.2918987
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Travessa do Ouvidor,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9043062,-43.17730330000001
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,AV. Mem de Sá,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9128601,-43.1825072
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Sete de Setembro,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9054333,-43.1784447
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Av. Mem de Sá,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9128601,-43.1825072
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Senhor dos Passos 107,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9070828,-43.18191480000001
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Metrpolitan,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-12.983733,-38.453738
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Travessa do Ouvidor,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9045434,-43.1769981
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,São Pedro da Aldeia,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.8366161,-42.1300961
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Rio Branco 45,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9063832,-43.1771761
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Dom Gerardo 40/42,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9070828,-43.18191480000001
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Marechal Camara,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9091988,-43.1694987
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,CESBOM,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-19.7397781,-45.2536209
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Citta America,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-23.0027005,-43.32177
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Presidente Antonio Carlos,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9105663,-43.172052
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Primeiro de Março,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9013187,-43.1764795
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"AV. Brasil, 20384",01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.8323936,-43.3550115
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Carioca,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9066492,-43.1804136
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Visconde de Inhauma,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9000669,-43.179812
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Torre Presidente,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9040983,-43.1864537
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Golden Corporate,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9038603,-43.1814608
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Dom Gerado 46,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.8979587,-43.1789051
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Conde de Bonfim,149",01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9320902,-43.2401161
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Aretê,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.7437,-41.9517706
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Barão de Mesquita,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9242419,-43.2425056
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Highline,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-20.311646,-40.2918987
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Uruguaiana, 76",01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9048752,-43.1794376
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Cardeal Leme,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9002055,-43.1797109
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,"Uruguaiana, 78",01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9048588,-43.1794818
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Ícono Parque,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9309566,-43.17610519999999
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Esquina 98,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9009229,-43.1803541
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Tijuca All Ways,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.930566,-43.2424494
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Teofilo Otoni 103,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9006338,-43.1805481
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Due Capri,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-15.7524981,-47.9128527
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Costa Mare,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-20.3725004,-40.3267411
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Teofilo Otoni 24,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.8997019,-43.1774595
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,Icono Parque,01.235.622/0001-61,692257.0,BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A,Híbrido,-22.9307807,-43.1763811
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Prédio Carlos Gomes,01.497.954/0001-14,8703994.0,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,Lajes Corporativas,-30.0233116,-51.1844382
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Edifício Rio Guaiba,01.497.954/0001-14,8703994.0,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,Lajes Corporativas,-30.02571549999999,-51.2259126
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Prédio Dom Pedro,01.497.954/0001-14,8703994.0,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,Lajes Corporativas,-30.0170041,-51.1868499
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Praça Montivideo,01.497.954/0001-14,8703994.0,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,Lajes Corporativas,-30.0288917,-51.2285713
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Edifício Mostardeiro,01.497.954/0001-14,8703994.0,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,Lajes Corporativas,-30.0283095,-51.2040544
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Prédio Carlos Gomes,01.497.954/0001-14,8703994.0,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,Lajes Corporativas,-30.0277086,-51.1820545
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,Conjunto Voluntários,01.497.954/0001-14,8703994.0,CORRETORA GERAL DE VALORES E CÂMBIO LTDA,Lajes Corporativas,-30.0274454,-51.2261083
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,Eusébio Matoso,01.601.918/0001-59,500000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Híbrido,-23.5721919,-46.6988065
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,Joaquim Floriano,01.601.918/0001-59,500000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Híbrido,-23.5852937,-46.67685729999999
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,Dantas Barreto,01.601.918/0001-59,500000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Híbrido,-8.064807199999999,-34.8783217
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,Edificio Memorial Office Building,01.633.741/0001-72,508008.0,COIN DTVM LTDA,Lajes Corporativas,-23.5260553,-46.671063
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,Moinhos Shopping,01.636.325/0001-28,233608.0,BR-CAPITAL DTVM S/A,Híbrido,-30.02331,-51.2011118
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,Hotel Sheraton Porto Alegre,01.636.325/0001-28,233608.0,BR-CAPITAL DTVM S/A,Híbrido,-30.0234486,-51.2014347
SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,Shopping Center Piedade,01.657.856/0001-05,4200000.0,BR-CAPITAL DIST.DE TITULOS E VALORES MOBILIÁRIOS S.A.,Híbrido,-12.9834609,-38.5130754
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,Ed Brasílio Machado,02.027.437/0001-44,140000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-23.6032681,-46.6748117
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,Contagem,02.508.235/0001-14,17100.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Logística,-21.1083947,-45.83058620000001
FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,Edifício New York e Los Angeles,03.251.720/0001-18,750000.0,COIN DTVM LTDA,Lajes Corporativas,-23.5257421,-46.6770879
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,Shopping Patio Higienópolis,03.507.519/0001-59,608950.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Shoppings,-23.5412224,-46.6571399
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,INTERNACIONAL RIO,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-22.9300108,-43.1746647
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,JATOBÁ,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-23.6016085,-46.69262459999999
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,JK FINANCIAL CENTER,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-23.5872061,-46.6751363
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,PARQUE PAULISTA,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-23.5602437,-46.6592401
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,PQ CULTURAL PAULISTA,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-23.5710635,-46.6451532
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,CETENCO PLAZA,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-23.5595883,-46.658066
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,CANDELÁRIA CORPORATE,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-22.899558,-43.17782829999999
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,PARQUE SANTOS,03.683.056/0001-86,2170000.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Lajes Corporativas,-23.5654407,-46.6540001
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,Laboratório de Fluidos,03.855.441/0001-63,144210661.0,RIO BRAVO INVESTIMENTOS DTVM LTDA,Logística,-22.4069831,-41.8678315
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,Hospital da Criança,04.066.582/0001-60,200000.0,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,Hospital,-23.6436827,-46.6429168
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,Hospital da Criança,04.066.582/0001-60,200000.0,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,Hospital,-23.6436827,-46.6429168
FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,ED. CONTINENTAL SQUARE FARIA LIMA,04.141.645/0001-03,69033500.0,BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A,Híbrido,-23.5958083,-46.6844974
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,Centro Empresarial Nações Unidas - Torre Norte,04.722.883/0001-02,3935562.0,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,Lajes Corporativas,-23.6103668,-46.6966448
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,Centro Empresarial Nações Unidas,04.722.883/0001-02,3935562.0,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,Lajes Corporativas,-23.6103668,-46.6966448
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Condominio Perini Business Park,04.782.236/0001-88,2615484.0,COINVALORES C.C.V.M. LTDA,Híbrido,-26.2465771,-48.8816778
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Condominio Perini Business Park,04.782.236/0001-88,2615484.0,COINVALORES C.C.V.M. LTDA,Híbrido,-26.2424317,-48.8846487
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Condominio Perini Business Park,04.782.236/0001-88,2615484.0,COINVALORES C.C.V.M. LTDA,Híbrido,-26.2360319,-48.8824201
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Centro de Distribuição -Rio de Janeiro,05.437.916/0001-27,383936.0,COINVALORES C.C.V.M. LTDA,Logística,-22.8374191,-43.2606013
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Centro de Distribuição Anhanguera - CDA,05.437.916/0001-27,383936.0,COINVALORES C.C.V.M. LTDA,Logística,-21.8140101,-47.4979859
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,Torre de Elevadores - Interlagos - SP,05.437.916/0001-27,383936.0,COINVALORES C.C.V.M. LTDA,Logística,-23.7053383,-46.7023725
FII EDIFICIO ALMIRANTE BARROSO,Edifício Almirante Barroso,05.562.312/0001-02,104800.0,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM,Lajes Corporativas,-22.9078288,-43.177269
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,Edifício Ourinvest,06.175.262/0001-73,236000.0,OLIVEIRA TRUST DTVM S.A.,Lajes Corporativas,-23.5604978,-46.6569653
